target,onehotencoder__x0_Aust_Credit,onehotencoder__x0_BT,onehotencoder__x0_Belgian,onehotencoder__x0_CUT,onehotencoder__x0_Chromosone,onehotencoder__x0_Credit,onehotencoder__x0_DNA,onehotencoder__x0_Diabetes,onehotencoder__x0_Digits,onehotencoder__x0_Faults,onehotencoder__x0_German_Credit,onehotencoder__x0_Head,onehotencoder__x0_Heart,onehotencoder__x0_KlDigits,onehotencoder__x0_Letters,onehotencoder__x0_NewBelgian,onehotencoder__x0_SatImage,onehotencoder__x0_Segment,onehotencoder__x0_Shuttle,onehotencoder__x0_Technical,onehotencoder__x0_TseTse,onehotencoder__x0_Vehicle,onehotencoder__x1_Ac2,onehotencoder__x1_Alloc80,onehotencoder__x1_BackProp,onehotencoder__x1_Bayes,onehotencoder__x1_BayesTree,onehotencoder__x1_C4_5,onehotencoder__x1_CART,onehotencoder__x1_Cal5,onehotencoder__x1_Cascade,onehotencoder__x1_Castle,onehotencoder__x1_Cn2,onehotencoder__x1_Default,onehotencoder__x1_Dipol92,onehotencoder__x1_Discrim,onehotencoder__x1_ITrule,onehotencoder__x1_IndCART,onehotencoder__x1_KNN,onehotencoder__x1_Kohonen,onehotencoder__x1_LVQ,onehotencoder__x1_LogDisc,onehotencoder__x1_NewId,onehotencoder__x1_QuaDisc,onehotencoder__x1_RBF,onehotencoder__x1_Smart,T,N,p,k,Bin,Cost,SDratio,correl,cancor1,cancor2,fract1,fract2,skewness,kurtosis,Hc,Hx,MCx,EnAtr,NSRatio
9.035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859
11.746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859
27.105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859
9.939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859
12.819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
17.397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
5.036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
25.637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
10.987,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
15.566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
12.819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
10.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
455.064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
18.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
11.903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
162.981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
5.494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
8.698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
27.011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
12.819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
24.264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
22.891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
21.975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
0.458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
9.614,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
21.059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
12.819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929
13.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
1.432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
4.295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
20.521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
0.954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
460.999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
5.249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
460.999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
12.885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
3.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
12.408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
5.249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
7.636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
22.907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
2.863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
0.954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644
