"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
8.5,3,7,2979,170,10,11.7,9999,9999,9999,202,9999,9999,9999,4.1
8.6,3,7,3697,191,9,9,675,9999,6.2,250,773,34.9,53.9,2294
8.6,3,7,1781,110,9,12.5,0.65,9999,5.8,219,1.78,13.8,35.6,3259
8.6,1,7,2393,121,9,11.2,0.65,9999,6.1,222,978,27.3,37.8,3.68
8.6,2,7,2494,125,9,10.3,0.686,9999,9999,225,856,38.2,47.8,2397
8.6,2,7,2793,142,9,12,0.663,9999,9999,228,1.67,32.3,38.9,3.2
8.6,1,7,1998,108,9,10.1,608,9999,9999,215,1.87,36.2,33,3339
8.6,1,7,2435,125,9,11.4,624,9999,9999,215,853,41,41.3,2.8
8.6,1,7,1969,114,9,11,639,9999,9999,216,983,29.1,34.3,3.371
8.6,1,7,1969,114,9,11.1,639,9999,9999,216,993,31.8,34,3.371
8.6,1,7,1998,113,9,11.1,9999,9999,9999,210,1.17,30.9,31.8,3431
8.6,1,7,1747,96,9,10.8,9999,9999,9999,205,1.36,30.1,31.4,3372
8.6,1,7,2497,123,9,11.5,0.61,9999,9999,220,993,38.8,36.9,3.26
8.6,1,7,1781,110,9,11.8,653,9999,6,217,1.17,14.5,37.4,3.11
8.6,1,7,2393,121,9,11.2,632,9999,6.1,222,978,27.3,37.8,3.68
8.6,1,7,1998,113,9,11.6,9999,9999,9999,210,1.17,30.9,31.8,3431
8.7,1,7,1587,87,9,10.4,604,9999,9999,205,1.14,39.6,30.6,3.349
8.7,1,7,1998,120,9,9.9,617,9999,9999,220,1.24,46.3,33.1,3295
8.7,1,7,1998,108,9,11,563,9999,9999,215,1.85,36.3,33,3333
8.7,1,7,1998,108,9,11,563,9999,9999,215,1.85,36.3,33,3333
8.7,1,7,2290,125,9,12.2,9999,9999,9999,225,924,15.6,44.3,2673
8.7,1,7,2446,129,9,11,9999,9999,9999,218,1.7,32,35.5,3.3
8.7,1,7,1794,105,9,10.5,9999,9999,9999,205,888,34.7,36.1,3.126
8.7,2,7,2799,145,9,9.9,0.68,3.9,5.9,226,855,28.9,45.6,2548
8.7,2,7,3199,165,9,10,745,3.9,5.9,230,0.89,29.2,46.2,2548
8.7,3,7,1781,110,9,12.8,653,9999,5.9,215,1.59,13.8,35.6,3259
8.7,1,7,2290,125,9,12.1,9999,9999,9999,225,924,15.6,44.3,2673
8.7,3,7,2435,142,9,11.5,687,9999,9999,215,1.84,14.5,38.9,2975
8.8,1,7,1898,92,9,11.7,736,4.2,5.8,198,1.1,36.2,35.6,3.88
8.8,1,7,1898,92,9,11.7,736,4.2,5.8,198,1.1,36.2,35.6,3.88
8.8,2,7,2295,142,9,10.9,0.64,4.1,5.9,230,1.38,21.7,41.8,2.768
8.8,2,8,3226,145,9,12.6,621,4,6.1,230,0.974,23.4,56.2,2.2
8.8,1,8,2496,132,9,11.9,698,9999,9999,221,1.57,15.9,52.3,2214
8.8,3,8,2496,132,9,12.5,698,9999,9999,223,1.51,11.9,53,2182
8.8,1,8,2496,132,9,12.3,675,9999,9999,227,1.33,12.8,54.9,2.3
8.8,2,7,2793,142,9,10.8,0.651,9999,9999,235,815,37,52.4,2272
8.8,1,7,1998,120,9,10.1,684,9999,9999,218,992,50.6,33.8,3.223
8.8,1,7,1985,113,9,11.6,9999,9999,9999,210,0.95,29.6,42.2,2673
8.8,1,7,1985,113,9,11.6,9999,9999,9999,210,0.95,29.6,42.2,2673
8.8,1,7,2497,129,9,11.2,609,9999,9999,220,9999,9999,9999,3.191
8.8,2,8,3226,145,9,11.8,726,4.1,6.2,227,1.12,22.3,53.4,2.22
8.8,1,7,1969,114,9,11.4,639,9999,9999,216,973,32.4,34.7,3.371
8.8,1,7,1969,114,9,11.4,639,9999,9999,216,983,29.1,34.3,3.371
8.8,1,7,1797,124,9,10,9999,9999,9999,215,0.939,49.8,30.1,3.618
8.8,3,7,2979,170,10,11.9,9999,9999,9999,202,9999,9999,9999,3.75
8.9,2,7,2799,150,9,10.3,0.651,4,5.8,230,883,25.8,45.7,2573
8.9,2,8,2685,125,9,12.2,9999,9999,9999,230,0.97,15,56.4,2.1
8.9,2,8,2497,120,9,13.1,0.651,9999,9999,219,1.221,17.1,44.8,2.6
8.9,2,7,1991,110,9,11.5,769,9999,9999,210,1.61,27.8,33.5,3.5
8.9,1,7,1781,110,9,11.7,0.656,9999,9999,217,1.28,16.5,37,3.95
8.9,1,7,1781,110,9,11.9,581,9999,6.1,223,1.45,15.7,37.4,3.11
8.9,1,7,2324,110,9,12.1,581,9999,6.4,223,1.46,27.3,35.5,3267
8.9,1,7,1997,99,9,10.6,653,9999,9999,210,765,33.5,45.8,2339
8.9,1,7,2922,147,9,10.8,9999,9999,9999,225,929,40.8,40.3,2915
8.9,1,7,1747,96,9,11,9999,9999,9999,200,982,33.6,32.3,3.4
8.9,1,7,1998,113,9,11.2,9999,9999,9999,212,0.964,34,32.8,3.274
8.9,1,7,2446,129,9,11.2,9999,9999,9999,212,0.989,31.7,35.1,3.3
8.9,1,7,2972,138,9,12.2,9999,9999,9999,225,772,37.5,48.6,2436
8.9,2,7,2494,125,9,12.6,0.673,9999,9999,224,1.14,30.7,36.9,3.2
8.9,2,8,2926,135,9,12.6,0.694,9999,9999,222,995,24.6,55.8,2136
8.9,1,7,2946,140,9,11.5,741,9999,9999,228,1.18,33.7,37.4,3.64
8.9,3,7,2435,142,9,11.4,9999,9999,9999,210,894,22.6,46,2.514
8.9,1,7,2446,129,9,11.8,9999,9999,9999,212,0.989,31.7,35.1,3.3
8.9,3,7,4266,200,10,10.5,1061,4.2,6.3,210,0.776,32.7,47.1,2875
9,2,8,2688,125,9,12.6,629,3.9,6.6,225,0.99,14.2,54.1,2173
9,1,8,2496,110,9,12.6,629,9999,6.4,220,1.3,12.8,53.4,2174
9,2,7,2494,125,9,11.3,594,9999,9999,230,823,36,50.8,2278
9,2,7,2494,125,9,11.3,597,9999,6.5,228,813,36.1,51,2278
9,1,7,1998,100,9,12,629,9999,9999,208,1.14,28.4,33.6,3.329
9,1,7,1998,100,9,11.8,609,9999,9999,208,1.14,28.4,33.6,3.329
9,1,7,1998,100,9,12.1,589,9999,9999,208,885,29.5,41.9,2.768
9,1,7,1948,118,9,11,9999,9999,9999,210,1.64,19,38.7,2815
9,1,7,2435,142,9,11.3,738,9999,9999,210,1.398,14.4,29.5,3928
9,1,7,2435,125,9,11.9,9999,9999,9999,220,0.97,40.8,39.8,2975
9,1,7,2157,136,9,9.6,9999,9999,9999,223,927,47.1,34.4,3125
9,3,7,2457,115,9,12.1,9999,9999,9999,208,1.19,30.7,36.5,3.71
9,1,7,1998,98,9,12.1,9999,9999,9999,195,0.834,20.8,43.3,2517
9,1,7,1975,102,9,11.5,693,9999,9999,202,946,41.8,35.6,3
9,1,7,1834,99,9,10.9,9999,9999,9999,203,825,48.1,37.9,2.797
9,1,8,2496,132,9,12.3,723,9999,9999,219,1.47,15.9,52.3,2214
9,3,8,2496,132,9,12.9,723,9999,9999,221,1.42,11.9,53,2182
9,1,7,1948,118,9,11.2,9999,9999,9999,210,1.64,19,38.7,2815
9,1,7,1998,98,9,12.7,9999,9999,9999,185,0.791,20.8,43.3,2517
9,1,7,1975,102,9,11.9,0.744,9999,9999,201,941,41.8,35.6,3
9.1,2,7,2799,150,9,10.4,0.651,4,6.2,230,982,26,41.1,2864
9.1,2,7,2295,142,9,11.1,0.64,4.2,6.5,227,1.4,22.5,42.6,2714
9.1,2,8,2685,125,9,12.4,9999,9999,9999,225,1.19,21.9,52.5,2.22
9.1,2,8,2497,120,9,13.2,0.651,9999,9999,219,1.93,22,50.1,2363
9.1,1,7,2324,110,9,11.8,633,9999,6.4,216,1.3,28.5,35,3.3
9.1,1,7,2435,121,9,12.4,639,9999,9999,220,758,50.7,48.4,2.41
9.1,1,7,1747,106,9,11.4,9999,9999,9999,207,1.32,26.1,30.8,3531
9.1,1,7,2351,110,9,12,9999,9999,9999,215,1.58,29.6,36.9,3.52
9.1,1,7,1781,110,9,12.2,688,9999,6.3,217,1.17,15.7,37.4,3.11
9.1,1,7,2324,110,9,12.6,645,9999,6.6,217,0.798,27.3,45.3,2563
9.1,1,7,2946,140,9,10.5,693,9999,9999,220,1297,48.6,29.5,3886
9.1,3,7,2435,142,9,11.6,687,9999,9999,205,873,22.6,46,2.514
9.2,2,7,2597,125,9,11.7,9999,9999,9999,235,1.73,33.7,39.8,2.96
9.2,1,7,2393,121,9,12,613,9999,6.5,222,1.11,27.3,36.6,3162
9.2,1,7,1781,110,9,10.9,639,9999,6.6,214,1.64,16.9,35.3,3.289
9.2,2,8,2926,135,9,13.6,0.663,9999,9999,220,1.8,22.8,50.9,2464
9.2,1,7,2324,110,9,11.8,654,9999,9999,216,1.27,28.5,35.1,3.31
9.2,1,7,1747,96,9,12.3,9999,9999,9999,205,986,34.3,33,3.4
9.2,1,7,1998,114,9,12.6,9999,9999,9999,212,1.11,31,32.3,3.598
9.2,2,7,1795,88,9,12,648,9999,9999,193,9999,34.9,9999,9999
9.2,2,7,1795,88,9,12,648,9999,9999,193,728,34.9,48.2,3.12
9.2,1,7,1997,98,9,12.4,9999,9999,9999,201,1.13,40.2,33.6,3.357
9.2,1,7,1975,102,9,11.5,677,9999,9999,200,998,41.4,33.4,3216
9.2,3,7,3199,165,9,10.5,0.707,3.8,6.1,225,0.87,29.2,46.2,2548
9.2,1,8,2496,110,9,13,653,9999,6.5,216,1.11,12.8,53.4,2174
9.2,5,7,3494,158,10,12.3,9999,9999,9999,180,0.717,35.1,46.5,2952
9.3,2,8,2688,125,9,12.8,629,3.7,6.2,220,1.44,20.9,50.2,2343
9.3,2,7,1998,120,9,11.8,9999,9999,9999,230,1.86,18.8,39.9,2.96
9.3,3,7,2771,142,9,10.5,0.65,9999,6.6,233,777,32.4,50,2294
9.3,3,7,2393,121,9,12.9,613,9999,6.4,220,1.28,25.7,35.7,3.244
9.3,1,8,2496,132,9,12.6,675,9999,9999,225,1.79,15.8,52.1,2372
9.3,1,7,1998,108,9,13.5,639,9999,9999,215,1.144,21.5,35.4,3233
9.3,1,7,1747,106,9,12.7,9999,9999,9999,205,987,27.1,31.9,3529
9.3,1,7,1747,106,9,11.6,9999,9999,9999,209,995,27.4,32.3,3.4
9.3,1,7,1747,106,9,11.8,639,9999,9999,210,977,27.2,33.1,3431
9.3,1,7,1795,86,9,13.4,9999,9999,9999,193,0.96,24.3,36.5,3.13
9.3,1,7,1795,86,9,13.4,9999,9999,9999,193,0.96,24.3,36.5,3.13
9.3,1,7,3474,153,9,11.3,9999,9999,9999,215,758,42.8,54.6,2156
9.3,1,7,1998,94,9,13.2,532,9999,9999,205,1.89,38.3,34.8,3234
9.3,1,7,1998,94,9,13.5,532,9999,9999,205,1.89,38.3,34.8,3234
9.3,1,7,2494,118,9,11.3,9999,9999,9999,205,0.8,40.1,42.7,2.684
9.3,2,7,2793,142,9,11.6,0.673,9999,9999,229,794,37,52.4,2272
9.3,3,7,2457,115,9,12.8,9999,9999,9999,203,0.994,30.7,36.5,3.71
9.3,3,7,1994,125,10,11.9,0.901,9999,9999,189,0.793,33.9,42.6,2852
9.4,3,7,2799,150,9,11,632,4.2,6.5,223,0.952,26,41.1,2864
9.4,3,8,2496,110,9,13.6,0.65,9999,6.3,216,1.15,12.8,53.2,2182
9.4,1,7,1998,114,9,12.6,9999,9999,9999,212,812,34.3,40.2,2.9
9.4,3,7,1994,92,9,12.8,0.663,9999,9999,191,0.974,29.4,35,3218
9.4,3,7,1994,92,9,12.8,0.663,9999,9999,191,1.27,29.4,33.2,3.393
9.4,1,7,2393,121,9,12.4,657,9999,6.7,220,1.2,27.3,36.6,3162
9.4,2,8,2497,120,9,14,0.694,9999,9999,215,1.191,17.2,45.1,2.6
9.4,1,7,2324,110,9,12.4,0.678,9999,6.6,216,1.3,28.5,35,3.3
9.4,5,7,3954,130,10,11.5,9999,9999,9999,174,0.714,38.3,53,2425
9.5,2,7,2799,150,9,11.6,0.65,4.2,6.3,232,1.63,23.8,38.3,3112
9.5,2,7,2799,150,9,11.7,0.65,4.2,6.5,228,1.23,24.8,39.1,3.46
9.5,2,7,2597,125,9,11.9,9999,9999,9999,232,1.47,38.3,40.3,2872
9.5,1,7,1781,110,9,12.8,613,9999,6.6,217,1.2,14.5,37.3,3.11
9.5,2,7,2498,125,9,13.4,685,9999,9999,228,1.64,24.6,35.7,3315
9.5,2,7,2962,155,9,10.9,685,9999,9999,238,948,42.9,41.8,2.8
9.5,1,7,2498,125,9,11.1,557,9999,9999,227,0.947,36,41.3,2.8
9.5,1,7,2498,125,9,11.2,557,9999,9999,227,0.947,36,41.3,2.8
9.5,1,7,1998,84,9,12.4,627,9999,9999,200,1.49,35.8,35.3,3.1
9.5,1,7,2492,140,9,10.9,9999,9999,9999,220,1.9,48.1,32,3613
9.5,1,8,2387,100,9,13.5,639,9999,9999,203,1.84,18.8,46.8,2423
9.5,1,7,2497,129,9,11.3,609,9999,9999,215,9999,9999,9999,9999
9.5,1,7,1588,80,9,12.9,9999,9999,9999,188,0.944,37.3,33.2,3215
9.5,1,7,1795,86,9,12.3,9999,9999,9999,185,0.979,22.8,34.4,3.15
9.5,1,7,1997,110,9,11.5,9999,9999,9999,203,772,31.9,40.5,2665
9.5,1,7,1997,110,9,11.5,9999,9999,9999,203,772,31.9,40.5,2665
9.5,1,7,1997,104,9,12.7,9999,9999,9999,217,1.69,24.6,33.8,3388
9.5,2,7,1988,114,9,11.9,9999,9999,9999,215,1.18,35.2,34.1,3397
9.5,2,7,1988,114,9,11.9,9999,9999,9999,215,1.28,34.8,33.7,3397
9.5,2,7,2398,125,9,11.2,0.68,4.4,6.5,216,0.926,24.6,39.5,2.936
9.5,2,8,2688,125,9,13.4,723,4.2,7,215,946,14.2,54.1,2173
9.5,2,7,2799,150,9,10.9,726,4.3,6.5,225,863,25.8,45.7,2573
9.5,2,7,2799,150,9,11,726,4.3,6.6,223,0.952,26,41.1,2864
9.5,3,7,2771,142,9,10.7,653,9999,6.7,229,764,32.4,50,2294
9.5,3,7,2393,121,9,13.3,657,9999,6.6,218,1.18,25.7,35.7,3.244
9.5,3,8,2496,132,9,13.6,9999,9999,9999,207,9999,9999,9999,2625
9.5,1,7,1998,100,9,12.2,645,9999,9999,203,1.78,28.4,33.6,3.329
9.5,1,7,2351,110,9,12.5,9999,9999,9999,205,1.9,29.6,36.9,3.52
9.5,3,7,2457,115,9,13.1,9999,9999,9999,197,938,31.6,37.5,3237
9.5,1,7,1998,94,9,13.6,589,9999,9999,200,1.63,38.3,34.8,3234
9.6,1,7,1781,110,9,11.8,0.65,9999,6.8,214,0.79,16.8,47.5,2443
9.6,3,7,1781,110,9,13.7,613,9999,6.5,216,1.67,13.8,35.5,3259
9.6,2,7,2793,142,9,12.2,0.663,9999,9999,226,782,37.1,52.5,2.4
9.6,2,7,2793,142,9,12.4,0.663,9999,9999,226,782,37.1,52.5,2.4
9.6,1,7,2946,140,9,10.7,0.707,9999,9999,225,961,45.2,42.6,2.691
9.6,1,7,2435,125,9,11.5,624,9999,9999,210,0.739,47.7,46.6,2484
9.6,1,7,1969,114,9,12.5,9999,9999,9999,213,1.35,27.1,32.1,3.599
9.6,1,7,1998,113,9,11.9,9999,9999,9999,210,983,30.7,32.9,3531
9.6,1,7,2498,120,9,10.9,9999,9999,9999,215,0.876,48.1,42.7,2.684
9.6,1,7,1991,100,9,12,0.658,9999,9999,208,986,37.4,36.4,3.99
9.6,1,7,1991,100,9,12.2,0.658,9999,9999,208,986,37.4,36.4,3.99
9.6,1,7,2988,147,9,9.9,9999,9999,9999,212,741,40.1,44.7,2.6
9.6,1,7,1997,100,9,13.2,9999,9999,9999,205,977,37.6,36.2,3.169
9.6,3,8,2496,110,9,14,653,9999,6.4,212,996,12.8,53.2,2182
9.6,3,8,2496,132,9,13.8,9999,9999,9999,205,9999,9999,9999,2.159
9.6,2,8,2497,120,9,14.1,0.694,9999,9999,215,1.66,22.1,50.4,2363
9.6,1,7,1988,96,9,12.5,645,9999,9999,201,1.1,36.6,36.2,3114
9.6,3,7,2324,110,9,13.3,667,9999,6.6,215,1.6,25.3,35.6,3259
9.6,1,7,1747,106,9,12.1,639,9999,9999,210,977,27.2,33.1,3431
9.6,5,7,3494,158,10,13,9999,9999,9999,180,0.717,35.1,46.5,2952
9.7,2,7,1998,120,9,12,9999,9999,9999,227,1.1,22.6,42.8,2714
9.7,1,8,2496,110,9,13.9,657,9999,6.8,218,1.24,12.8,53.2,2174
9.7,3,8,2496,132,9,12.7,698,9999,9999,219,1.47,15.9,52.3,2214
9.7,1,7,1781,92,9,12.6,639,9999,6.5,202,1.28,34.9,32.8,3545
9.7,2,7,2494,125,9,12,629,9999,9999,226,0.89,35.8,50.8,2331
9.7,1,7,1998,84,9,13.2,617,9999,9999,197,1.34,35.8,35.3,3.1
9.7,1,7,1998,84,9,12.9,637,9999,9999,197,1.34,35.8,35.3,3.1
9.7,1,7,1998,84,9,13.8,563,9999,9999,200,1.38,36.2,35.7,3.1
9.7,1,7,1998,84,9,13.8,563,9999,9999,200,1.38,36.2,35.7,3.1
9.7,1,7,1948,103,9,12.4,9999,9999,9999,205,0.97,35.9,35.2,3.93
9.7,1,7,1997,100,9,12.6,9999,9999,9999,210,948,38,36.9,3.52
9.7,3,7,1994,92,9,13.3,0.704,9999,9999,187,953,29.4,35,3218
9.7,3,7,1994,92,9,13.2,0.704,9999,9999,187,1.5,29.4,33.2,3.393
9.7,1,7,1948,103,9,12.6,9999,9999,9999,205,0.97,35.9,35.2,3.93
9.7,3,7,4966,218,10,10.8,1.44,9999,9999,190,9999,9999,9999,3635
9.7,3,7,4966,218,10,10.8,1.44,9999,9999,190,9999,9999,9999,3635
9.7,5,7,3165,151,10,11.8,9999,9999,9999,192,0.93,25.4,39.4,3483
9.8,2,7,2398,125,9,12.1,608,4.2,6.5,224,879,24.4,43.2,2.7
9.8,2,7,2398,125,9,12.1,608,4.2,6.5,224,879,24.4,43.2,2.7
9.8,1,7,2771,128,9,11.2,0.702,9999,6.8,218,1.72,26.5,37,3.11
9.8,1,8,2496,110,9,12.9,629,9999,6.7,214,1.57,15.4,50.6,2294
9.8,1,7,1390,74,9,12.3,659,9999,9999,188,1347,23,29.7,3.453
9.8,1,7,1948,102,9,12.8,0.666,9999,9999,210,1.94,38.2,32,3628
9.8,1,7,1985,110,9,13.8,9999,9999,9999,215,883,15.6,44.3,2673
9.8,1,7,2959,150,9,10.3,9999,9999,9999,220,757,59.7,46.1,2484
9.8,1,7,2959,150,9,10.1,9999,9999,9999,220,0.75,60.3,46.6,2484
9.8,1,7,1589,73,9,13.4,9999,9999,9999,180,0.96,28.9,33.1,3.2
9.8,1,7,1589,73,9,13.5,9999,9999,9999,180,0.96,28.9,33.1,3.2
9.8,1,7,1840,84,9,14.2,0.592,9999,9999,194,937,33.1,34.5,3157
9.8,1,7,1598,81,9,13.3,9999,9999,9999,195,0.921,28.9,35.3,3.89
9.8,1,7,1598,81,9,13.8,9999,9999,9999,195,0.921,28.9,35.3,3.89
9.8,2,8,2688,125,9,13.6,723,4.1,6.7,212,1.6,20.9,50.2,2343
9.8,1,7,1781,110,9,12.2,653,9999,7,210,775,16.8,47.5,2443
9.8,1,7,1781,110,9,13.3,679,9999,6.7,215,1.11,14.5,37.3,3.11
9.8,1,7,1985,110,9,13.7,9999,9999,9999,215,883,15.6,44.3,2673
9.9,1,7,2771,142,9,11.3,675,9999,6.9,233,767,32.8,50.6,2443
9.9,3,8,2496,110,9,14.9,657,9999,6.6,216,1.76,12.1,50.2,2.36
9.9,3,8,2496,132,9,13.1,675,9999,9999,224,1.39,16.4,53.9,2294
9.9,2,7,1991,110,9,12.4,594,9999,9999,221,1117,27.8,33.5,3.5
9.9,2,7,1991,110,9,12.4,597,9999,6.7,219,1.13,27.8,33.7,3.5
9.9,2,8,1951,100,9,13.8,597,9999,6.7,207,1.11,16.2,47,2.5
9.9,2,7,1991,110,9,11.9,769,9999,9999,206,968,31.9,36,3.2
9.9,1,7,1796,85,9,13.9,563,9999,7,206,1.134,27.3,33.6,3.329
9.9,1,7,2290,125,9,12.4,9999,9999,9999,220,865,22.7,46.2,2.6
9.9,1,7,2435,125,9,12.1,9999,9999,9999,215,0.793,45.8,47.6,2489
9.9,1,8,2387,100,9,14.9,9999,9999,9999,202,955,17.1,52.9,2188
9.9,1,8,2387,99,9,13.8,9999,9999,9999,200,1.22,19.6,48.9,2374
9.9,1,8,1994,74,9,15.3,9999,9999,9999,185,1.55,16.7,41.7,2556
9.9,1,7,1997,108,9,12.3,9999,9999,9999,210,1.43,38.6,33.6,3.357
9.9,1,7,1991,85,9,14,0.658,9999,9999,198,795,42.7,41.5,2.732
9.9,1,7,1991,85,9,14.2,0.658,9999,9999,198,795,42.7,41.5,2.732
9.9,3,7,1781,110,9,14.2,679,9999,6.8,214,1.57,13.8,35.5,3259
9.9,1,8,2496,110,9,14.4,679,9999,7,216,1.14,12.8,53.2,2174
9.9,3,8,2496,132,9,13.1,723,9999,9999,217,1.38,15.9,52.3,2214
9.9,1,7,2946,140,9,10.9,735,9999,9999,220,938,45.2,42.6,2688
9.9,1,7,1948,102,9,13.3,693,9999,9999,200,1.41,38.2,32,3628
9.9,1,7,2290,125,9,12.3,9999,9999,9999,220,0.896,21.9,44.6,2.652
9.9,1,8,2387,100,9,14,639,9999,9999,203,1.84,18.8,46.8,2423
9.9,1,7,2959,150,9,10.7,9999,9999,9999,218,743,60.3,46.6,2484
9.9,1,7,1998,113,9,12.3,9999,9999,9999,210,983,30.7,32.9,3531
9.9,1,7,2498,120,9,11.3,9999,9999,9999,205,835,48.1,42.7,2.684
9.9,3,7,4552,165,10,12.7,9999,9999,9999,196,0.79,46.1,52.2,2.584
10,1,7,1799,85,9,13.7,0.64,9999,9999,200,941,29.3,39.4,2.768
10,1,7,1796,85,9,13.5,609,9999,9999,200,1.62,28.3,34.9,3.329
10,1,7,1796,85,9,13.7,629,9999,9999,200,1.62,28.3,34.9,3.329
10,1,7,1998,100,9,13.3,557,9999,9999,215,1.82,30,35.5,3177
10,1,7,1998,100,9,13.4,557,9999,9999,215,1.82,30,35.5,3177
10,1,7,1796,85,9,13.7,589,9999,9999,200,1.62,28.3,34.9,3.329
10,1,7,1781,110,9,12,0.656,9999,9999,213,1.97,16.3,34.1,3364
10,1,7,1985,113,9,11.6,9999,9999,9999,210,0.95,29.6,42.2,2673
10,1,7,1747,83,9,13.3,9999,9999,9999,193,1.12,35.9,32.9,3.256
10,1,7,1747,83,9,14.4,9999,9999,9999,199,1.61,34.4,32.3,3.4
10,1,8,2387,100,9,13,9999,9999,9999,197,1.36,17.7,47.5,2371
10,1,8,2387,100,9,15.1,9999,9999,9999,202,1.1,17.1,45.9,2497
10,1,7,1997,108,9,12.1,9999,9999,9999,208,1.34,41.4,33.5,3464
10,1,7,1598,81,9,13.1,9999,9999,9999,195,1.8,31.6,32.3,3.37
10,1,7,1598,81,9,13.6,9999,9999,9999,195,1.8,31.6,32.3,3.37
10,1,8,2496,110,9,13.3,653,9999,6.8,210,1.37,15.4,50.6,2294
10,2,7,2498,125,9,13.7,726,9999,9999,220,1.27,24.6,35.7,3315
10,2,7,2962,155,9,11.2,726,9999,9999,230,0.916,42.9,41.8,2.8
10,3,7,2771,142,9,11.1,667,9999,6.9,227,0.75,32.7,50.5,2294
10,1,7,2946,140,9,10.3,0.704,9999,9999,222,948,45.2,42.6,2.691
10,1,7,1747,83,9,15.1,9999,9999,9999,199,1.61,34.4,32.3,3.4
10,1,8,2387,100,9,13.6,9999,9999,9999,197,1.36,17.7,47.5,2371
10,1,7,1998,114,9,13.2,9999,9999,9999,205,977,31,32.3,3.598
10,1,7,1997,100,9,13.1,9999,9999,9999,200,0.93,38,36.9,3.52
10,1,7,1598,81,9,13.6,9999,9999,9999,195,1.8,31.6,32.3,3.37
10,3,7,3199,160,10,12.8,1061,4,6.7,195,0.786,28.1,44.3,3.71
10,5,7,3165,151,10,11.9,9999,9999,9999,188,0.749,35.1,46.5,2952
10,3,7,3497,149,10,12.9,1088,9999,9999,190,0.939,31.3,40.5,3522
10.1,3,7,2771,142,9,11.7,675,9999,7,232,764,32.8,50.6,2443
10.1,1,7,2393,121,9,11.7,0.65,9999,7.3,216,757,30.8,47.5,2443
10.1,3,7,2771,142,9,11.4,613,9999,7.4,229,782,31.6,48.8,2372
10.1,1,7,2324,110,9,12.1,633,9999,7.1,212,0.974,30.8,36.3,3.2
10.1,1,7,1590,77,9,13.3,9999,9999,9999,190,0.824,36.1,37.2,2.849
10.1,3,7,2457,115,9,12.2,9999,9999,9999,205,0.933,35.2,39.2,2852
10.1,2,7,2398,125,9,11.4,0.68,4.6,6.9,212,0.84,27.1,42.8,2714
10.1,1,7,2393,121,9,11.7,653,9999,7.3,216,757,30.8,47.5,2443
10.1,2,8,1951,100,9,14.6,659,9999,6.9,207,1.11,16.2,47,2.5
10.1,1,7,1998,108,11,14.6,0.942,9999,9999,195,1.6,20.5,36.6,3237
10.1,1,7,1998,108,11,14.6,0.942,9999,9999,195,1.6,20.5,36.6,3237
10.1,1,7,1998,108,11,14.6,888,9999,9999,195,1.5,20.6,36.6,3.232
10.1,1,7,1998,108,11,14.6,888,9999,9999,195,1.5,20.6,36.6,3.232
10.1,3,7,1998,94,10,12.8,9999,9999,9999,170,9999,9999,9999,3823
10.2,1,7,1898,92,9,12.1,736,4.5,7.1,193,0.864,32.3,40.6,2.711
10.2,1,7,2598,110,9,12.9,0.702,9999,7,209,1.81,29.1,35.2,3259
10.2,2,7,1991,110,9,13.4,608,9999,9999,220,1.9,28.3,34.2,3.5
10.2,1,7,2946,140,9,11.4,639,9999,9999,230,1.44,42.5,40.1,2.9
10.2,1,7,2435,121,9,12.7,639,9999,9999,215,0.94,46.9,38.1,3.44
10.2,1,7,1998,102,9,12.6,9999,9999,9999,196,9999,9999,9999,9999
10.2,1,7,1598,88,9,13.5,9999,9999,9999,195,1.11,34.2,30.6,3.459
10.2,1,7,1991,110,9,13.1,609,9999,9999,210,9999,9999,9999,3572
10.2,1,7,1396,76,9,13.6,9999,9999,9999,185,929,37.3,33.2,3215
10.2,1,7,1589,73,9,13.9,9999,9999,9999,175,693,37.1,42.1,2516
10.2,1,7,1589,73,9,14,9999,9999,9999,175,693,37.1,42.1,2516
10.2,1,7,1840,89,9,11.3,9999,9999,9999,185,0.854,27.3,34.9,3.33
10.2,1,7,1998,98,9,13.5,9999,9999,9999,206,1.76,40.7,35.4,3298
10.2,1,7,1998,98,9,13.5,9999,9999,9999,206,1.76,40.7,35.4,3298
10.2,3,7,2799,150,9,11.6,0.707,4.5,7,217,927,26,41.1,2864
10.2,3,8,2496,110,9,15.4,679,9999,6.9,214,1.66,12.1,50.2,2.36
10.2,2,7,1991,110,9,13,659,9999,6.7,214,1262,23.8,28.7,4
10.2,2,7,2494,125,9,12.9,0.673,9999,9999,222,0.81,35.2,49.8,2.4
10.2,1,7,1988,96,9,13.7,0.697,9999,9999,199,924,34.5,38.5,2.9
10.2,1,8,2387,99,9,14.2,9999,9999,9999,200,1.22,19.6,48.9,2374
10.2,1,7,1597,83,9,12.5,9999,9999,9999,185,912,42.6,33.8,3.124
10.2,3,7,4966,218,10,11.3,1.44,9999,9999,190,9999,9999,9999,3635
10.2,3,7,1834,88,10,14.6,9999,9999,9999,168,1.22,22.7,31.3,4.7
10.3,2,8,2148,105,9,13.8,9999,9999,9999,220,992,15.7,52.8,2.2
10.3,1,7,1988,96,9,13.7,608,9999,9999,209,0.98,37.9,38.1,3247
