"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15"
66,1,1598,4,3,1.13,10,131,10.3,6,12,1,19,27,33,2
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
74,1,1598,4,3,1.32,11,150,11.8,6,12,2,21,27,33,4
75,1,1598,4,3,0.994,11,150,11.8,6,9,1,19,27,33,2
75,1,1598,4,3,0.994,11,150,11.8,6,9,1,19,27,33,2
75,1,1598,4,3,0.994,11,150,11.8,6,9,1,19,27,33,2
75,1,1598,4,3,0.994,11,150,11.8,6,9,1,19,27,33,2
78,1,1598,4,3,1.32,11,148,11.64,6,12,2,21,27,33,4
78,1,1598,4,3,1.32,10,145,11.4,6,12,2,21,27,33,4
78,1,1598,4,3,1.32,10,145,11.4,6,12,2,21,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,21,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,20,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,20,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,20,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,20,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,20,27,33,4
79,1,1598,4,3,1.13,10,148,11.64,6,12,2,21,27,33,4
81,1,1598,4,3,1.72,9,134,10.54,6,12,2,21,27,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
81,1,1598,4,3,1.32,11,150,11.8,6,11,2,21,29,33,4
88,1,1598,4,3,0.923,10,144,11.32,6,12,2,21,28,33,4
88,1,1598,4,3,0.923,10,144,11.32,6,12,2,21,28,33,4
88,1,1598,4,3,0.923,10,144,11.32,6,12,2,21,28,33,4
88,1,1598,4,3,0.923,10,144,11.32,6,12,2,21,28,33,4
85,1,1600,4,3,1.98,10,143,11.23,6,12,2,21,27,33,4
85,1,1600,4,3,1.98,10,143,11.23,6,12,2,21,27,33,4
85,1,1600,4,3,1.98,10,143,11.23,6,12,2,21,27,33,4
85,1,1600,4,3,1.98,10,143,11.23,6,12,2,21,27,33,4
66,2,1665,4,3,1.35,22,190,14.34,6,9,1,21,27,33,2
44,2,1686,4,3,1.89,22,112,8.35,6,12,1,21,0,0,2
44,2,1686,4,3,1.89,22,112,8.35,6,12,1,21,0,0,2
55,2,1686,4,3,1.89,18,165,12.3,6,12,2,21,27,33,4
55,2,1686,4,3,1.89,18,165,12.3,6,12,2,21,27,33,4
55,2,1686,4,3,1.89,18,165,12.3,6,12,2,21,27,33,4
55,2,1686,4,3,1.89,18,165,12.3,6,12,2,21,27,33,4
55,2,1686,4,3,1.89,18,165,12.3,6,12,2,21,27,33,4
44,2,1689,4,3,1.5,19,160,11.9,6,10,2,20,27,33,4
66,2,1689,4,3,1.5,19,180,13.39,6,10,2,20,27,33,4
66,2,1689,4,3,1.5,19,180,13.39,6,10,2,20,27,33,4
66,2,1689,4,3,1.5,19,180,13.39,6,10,2,20,27,33,4
51,2,1698,4,3,0.959,20,134,9.92,6,12,1,21,27,33,2
44,2,1716,4,3,1.87,20,115,8.42,6,12,1,21,0,0,2
85,1,1731,4,3,0.964,11,165,11.98,6,12,2,21,27,33,4
85,1,1731,4,3,0.964,11,165,11.98,6,12,2,21,27,33,4
85,1,1731,4,3,0.964,11,165,11.98,6,12,2,21,27,33,4
85,1,1731,4,3,0.964,11,165,11.98,6,12,2,21,27,33,4
83,1,1747,4,3,1.9,10,154,11.08,6,12,2,21,27,33,4
83,1,1747,4,3,1.9,10,154,11.08,6,12,2,21,27,33,4
83,1,1747,4,3,1.9,10,154,11.08,6,12,2,21,27,33,4
83,1,1747,4,3,1.9,10,154,11.08,6,12,2,21,27,33,4
96,1,1747,4,3,1.9,10,164,11.8,6,12,2,21,29,33,4
96,1,1747,4,3,1.9,10,164,11.8,6,12,2,21,29,33,4
96,1,1747,4,3,1.9,10,164,11.8,6,12,2,21,28,33,4
96,1,1747,4,3,1.9,10,164,11.8,6,12,2,21,28,33,4
96,1,1747,4,3,1.9,10,164,11.8,6,12,2,21,28,33,4
106,1,1747,4,3,1.9,10,169,12.16,6,12,2,21,28,33,4
106,1,1747,4,3,1.9,10,169,12.16,6,12,2,21,28,33,4
106,1,1747,4,3,1.9,10,169,12.16,6,12,2,21,28,33,4
106,1,1747,4,3,1.9,10,169,12.16,6,12,2,21,28,33,4
106,1,1747,4,3,1.9,10,169,12.16,6,12,2,21,28,33,4
85,1,1749,4,3,0.984,11,163,11.71,6,12,2,21,27,33,4
85,1,1749,4,3,0.984,11,163,11.71,6,12,2,21,27,33,4
55,2,1753,4,3,0.994,19,140,10.04,6,13,1,21,27,33,2
55,2,1753,4,3,0.994,19,175,12.54,6,13,1,21,27,33,2
66,2,1753,4,3,0.994,22,180,12.9,6,12,1,21,27,33,2
66,2,1753,4,3,0.994,22,177,12.69,6,12,1,21,27,33,2
66,2,1753,4,3,0.994,19,200,14.34,6,13,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
66,1,1762,4,3,981,10,147,10.48,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
74,1,1762,4,3,981,9,153,10.91,6,12,1,21,27,33,2
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,1.56,10,155,11.05,6,14,2,21,27,33,4
81,1,1762,4,3,1.56,10,155,11.05,6,14,2,21,27,33,4
81,1,1762,4,3,1.56,10,155,11.05,6,14,2,21,27,33,4
81,1,1762,4,3,1.56,10,155,11.05,6,14,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,981,10,155,11.05,6,12,2,21,27,33,4
81,1,1762,4,3,1.56,10,155,11.05,6,14,2,21,27,33,4
81,1,1762,4,3,1.56,10,155,11.05,6,14,2,21,27,33,4
83,1,1769,4,3,1.1,10,158,11.22,6,11,2,21,29,33,4
84,1,1769,4,3,1.1,10,158,11.22,6,11,2,21,29,33,4
55,1,1781,4,3,1.67,9,140,9.88,6,12,1,21,27,33,2
66,1,1781,4,3,1.67,10,145,10.23,6,12,1,21,27,33,2
66,1,1781,4,3,1.67,10,145,10.23,6,12,1,21,27,33,2
92,1,1781,4,3,1.67,10,173,12.21,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,173,12.21,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,27,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,27,33,5
92,1,1781,4,3,1.67,10,170,11.99,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,170,11.99,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,170,11.99,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,170,11.99,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,170,11.99,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,170,11.99,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,27,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,27,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,28,33,5
92,1,1781,4,3,1.67,10,168,11.85,6,13,2,21,28,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
110,1,1781,4,3,1.67,10,210,14.82,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,12,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,12,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
132,1,1781,4,3,1.67,10,235,16.58,6,13,2,21,27,33,5
154,1,1781,4,3,1.67,10,270,19.05,6,12,2,21,27,33,5
165,1,1781,4,3,1.67,9,280,19.76,6,12,2,21,27,33,5
165,1,1781,4,3,1.67,9,280,19.76,6,12,2,21,27,33,5
81,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
81,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
82,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
82,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
85,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
85,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
85,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
85,1,1793,4,3,1.74,10,152,10.65,6,12,2,21,27,33,4
105,1,1794,4,3,1158,10,170,11.91,6,11,2,21,29,33,4
86,1,1795,4,3,1.116,11,160,11.2,6,12,2,21,27,33,4
86,1,1795,4,3,1.116,11,160,11.2,6,12,2,21,27,33,4
86,1,1795,4,3,1.116,11,160,11.2,6,12,2,21,27,33,4
86,1,1795,4,3,1.116,11,160,11.2,6,12,2,21,27,33,4
86,1,1795,4,3,1.116,11,160,11.2,6,12,2,21,27,33,4
88,1,1795,4,3,1.116,9999,160,11.2,6,0,2,21,0,0,4
88,1,1795,4,3,1.116,9999,160,11.2,6,0,2,21,0,0,4
88,1,1795,4,3,1.116,11,165,11.55,6,12,2,21,27,33,4
88,1,1795,4,3,1.116,11,165,11.55,6,12,2,21,27,33,4
88,1,1795,4,3,1.116,11,166,11.62,6,12,2,21,27,33,4
88,1,1795,4,3,1.116,11,165,11.55,6,12,2,21,27,33,4
88,1,1795,4,3,1.116,11,165,11.55,6,12,2,21,27,33,4
107,1,1795,4,3,1.116,11,174,12.18,6,12,2,21,31,33,4
107,1,1795,4,3,1.116,11,174,12.18,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.92,10,160,11.2,6,12,2,21,27,33,4
85,1,1796,4,3,1.92,10,158,11.06,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
85,1,1796,4,3,1.96,11,170,11.89,6,12,2,21,27,33,4
124,1,1797,4,3,1.77,10,166,11.61,6,12,2,19,32,33,4
124,1,1797,4,3,1.77,10,166,11.61,6,12,2,19,32,33,4
140,1,1797,4,3,1.77,11,178,12.45,6,12,2,19,32,33,4
85,1,1799,4,3,1.54,11,170,11.87,6,12,2,21,27,33,4
85,1,1799,4,3,1.54,11,170,11.87,6,12,2,21,27,33,4
85,1,1799,4,3,1.54,11,170,11.87,6,12,2,21,27,33,4
85,1,1799,4,3,1.54,11,170,11.87,6,12,2,21,27,33,4
85,1,1799,4,3,1.54,11,170,11.87,6,12,2,21,27,33,4
90,1,1799,4,3,0.923,10,170,11.87,6,11,2,21,28,33,4
90,1,1799,4,3,0.923,10,170,11.87,6,11,2,21,28,33,4
88,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
88,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
90,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
90,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,13,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,12,174,11.92,6,12,2,20,27,33,4
92,1,1834,4,3,1.99,13,174,11.92,6,12,2,20,27,33,4
99,1,1834,4,3,1.99,10,162,11.1,6,12,2,19,27,33,4
99,1,1834,4,3,1.99,11,162,11.1,6,12,2,19,27,33,4
74,1,1840,4,3,1.24,10,152,10.38,6,12,2,21,27,33,4
74,1,1840,4,3,1.24,10,152,10.38,6,12,2,21,27,33,4
74,1,1840,4,3,1.24,10,152,10.38,6,12,2,21,27,33,4
74,1,1840,4,3,1.24,10,153,10.45,6,12,2,21,27,33,4
84,1,1840,4,3,1.24,10,161,11,6,12,2,21,27,33,4
84,1,1840,4,3,1.24,10,161,11,6,12,2,21,27,33,4
84,1,1840,4,3,1.24,10,161,11,6,12,2,21,27,33,4
84,1,1840,4,3,1.24,10,161,11,6,12,2,21,27,33,4
89,1,1840,4,3,988,10,152,10.38,6,15,2,21,27,33,4
89,1,1840,4,3,988,10,152,10.38,6,15,2,21,27,33,4
89,1,1840,4,3,988,10,152,10.38,6,15,2,21,27,33,4
103,1,1840,4,3,1.24,10,162,11.06,6,12,2,21,27,33,4
100,1,1850,4,3,0.959,10,175,11.89,6,12,1,25,32,33,4
100,1,1850,4,3,0.959,10,175,11.89,6,12,1,25,32,33,4
100,1,1850,4,3,0.959,10,175,11.89,6,12,1,25,32,33,4
100,1,1850,4,3,0.959,10,175,11.89,6,12,1,25,32,33,4
147,1,1855,4,3,1111,9,300,20.32,6,12,2,21,27,33,4
147,1,1855,4,3,1111,9,300,20.32,6,12,2,21,27,33,4
147,1,1855,4,3,1111,9,300,20.32,6,12,2,21,27,33,4
147,1,1855,4,3,1111,9,300,20.32,6,12,2,21,27,33,4
40,2,1870,4,3,1163,22,120,8.06,6,12,1,21,27,33,2
47,2,1870,4,3,1163,22,118,7.93,6,12,1,21,27,33,2
47,2,1870,4,3,1163,22,118,7.93,6,12,1,21,27,33,2
47,2,1870,4,3,1163,22,120,8.06,6,12,1,21,27,33,2
66,2,1870,4,3,1163,21,176,11.83,6,12,1,21,27,33,2
66,2,1870,4,3,1163,21,176,11.83,6,12,1,21,27,33,2
66,2,1870,4,3,1163,21,176,11.83,6,12,1,21,27,33,2
66,2,1870,4,3,1163,21,176,11.83,6,12,1,21,27,33,2
72,2,1870,4,3,1163,21,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,21,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,18,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,21,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,18,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,18,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,18,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,18,200,13.44,6,12,1,21,27,33,2
72,2,1870,4,3,1163,18,200,13.44,6,12,1,21,27,33,2
77,1,1895,4,3,982,10,165,10.94,6,15,1,20,27,33,2
77,1,1895,4,3,982,10,165,10.94,6,15,1,20,27,33,2
77,1,1895,4,3,982,10,165,10.94,6,15,1,20,27,33,2
77,1,1895,4,3,982,10,165,10.94,6,15,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,15,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,15,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,15,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,15,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,9,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,15,1,20,27,33,2
87,1,1895,4,3,982,10,180,11.94,6,15,1,20,27,33,2
47,2,1896,4,3,1.21,23,124,8.22,6,12,1,21,0,0,2
47,2,1896,4,3,1.21,20,125,8.28,6,12,1,21,0,0,2
50,2,1896,4,3,1.21,20,133,8.82,6,12,1,21,0,0,2
50,2,1896,4,3,1.21,20,133,8.82,6,12,1,21,0,0,2
50,2,1896,4,3,1.21,20,133,8.82,6,12,1,21,0,0,2
50,2,1896,4,3,1.21,20,133,8.82,6,12,1,21,0,0,2
50,2,1896,4,3,1.21,23,140,9.28,6,12,1,21,27,33,2
50,2,1896,4,3,1.21,23,140,9.28,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,0,0,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,9999,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,0,0,2
66,2,1896,4,3,1.21,18,240,15.91,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
66,2,1896,4,3,1.21,20,210,13.92,6,12,1,21,27,33,2
74,2,1896,4,3,1.21,19,240,15.91,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,0,0,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
81,2,1896,4,3,1.21,20,235,15.58,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,310,20.55,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,310,20.55,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,310,20.55,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,285,18.89,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,310,20.55,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,310,20.55,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,310,20.55,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,285,18.89,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,285,18.89,6,12,1,21,27,33,2
85,2,1896,4,3,1.21,18,285,18.89,6,12,1,21,27,33,2
92,1,1898,4,3,1.19,11,180,11.92,6,9,1,19,27,33,2
92,1,1898,4,3,1.19,11,180,11.92,6,9,1,19,27,33,2
92,1,1898,4,3,1.19,11,180,11.92,6,9,1,19,27,33,2
46,2,1905,4,3,1.6,22,114,7.52,6,12,1,21,27,33,2
50,2,1905,4,3,1.6,23,120,7.92,6,12,1,21,27,33,2
50,2,1905,4,3,1.6,23,120,7.92,6,12,1,21,27,33,2
50,2,1905,4,3,1.6,23,120,7.92,6,12,1,21,27,33,2
51,2,1905,4,3,1.6,23,120,7.92,6,12,1,21,27,33,2
55,2,1905,4,3,1.6,23,135,8.91,6,12,1,21,27,33,2
55,2,1905,4,3,1.6,23,135,8.91,6,12,1,21,27,33,2
55,2,1905,4,3,1.6,23,135,8.91,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
