target,u1,u2,u3,u4,u5,u6,u7
0.28657896,0.24827774,0.66950507,0.71843145,0.21513665,0.76877028,0.85663584,0.83300355
0.28333741,0.25268833,0.64405449,0.70116408,0.22099846,0.77155515,0.84060999,0.80209462
0.27429803,0.25329316,0.66460954,0.73610169,0.22686027,0.76697109,0.83975244,0.81054736
0.26087677,0.25377778,0.64299313,0.70418246,0.22453842,0.73390748,0.81335462,0.77866818
0.25068054,0.2542624,0.67342032,0.66686068,0.22020637,0.73596689,0.7979375,0.7635053
0.24193209,0.25474766,0.65006888,0.66757048,0.21587404,0.73250256,0.82122592,0.80675664
0.23966387,0.25523229,0.66216841,0.65110269,0.21154199,0.72497592,0.82442139,0.8057083
0.23531832,0.25571691,0.67906913,0.67301255,0.25490505,0.73430964,0.81417774,0.78725631
0.22940969,0.25620154,0.66019899,0.66707822,0.30998566,0.74364336,0.80768821,0.77128635
0.22743521,0.2566868,0.61251877,0.69155297,0.31529325,0.75297839,0.90202651,0.88079716
0.2275193,0.25429293,0.66437368,0.70498281,0.30837302,0.75944839,0.8861415,0.84766656
0.22630507,0.25025312,0.63599993,0.75976227,0.4533086,0.75485118,0.82314445,0.80884814
0.22951373,0.24621332,0.67238254,0.73972628,0.41775373,0.72254852,0.76511901,0.74618845
0.23061653,0.24217351,0.64424318,0.62657116,0.38219914,0.67545804,0.72167034,0.69338742
0.23526321,0.23813306,0.59711722,0.50926081,0.3299084,0.6838166,0.73949423,0.72078335
0.23619675,0.23950362,0.61381599,0.42512316,0.25358748,0.69217647,0.77227673,0.74016912
0.23415125,0.24396891,0.64719141,0.35947835,0.27015675,0.70053503,0.801194,0.79340408
0.23431943,0.24843419,0.62669532,0.34796997,0.28672574,0.70889358,0.80840023,0.806229
0.23298703,0.25289884,0.62461977,0.34479005,0.30329501,0.71725214,0.79730529,0.79777625
0.23863316,0.25736413,0.6427101,0.36656717,0.31986428,0.72561069,0.78902086,0.76444257
0.24647931,0.26182941,0.64589419,0.34278342,0.33643327,0.71682238,0.75828521,0.76217404
0.2586449,0.26758448,0.63191958,0.32962791,0.3381089,0.70087673,0.73500775,0.72618824
0.27089174,0.2763109,0.62586982,0.216416,0.33931514,0.69112114,0.66434753,0.68121164
0.28541189,0.28503732,0.62793358,0.16748377,0.34052137,0.68666193,0.69062798,0.70254485
0.29806782,0.29376374,0.6383821,0.12344803,0.3417276,0.68796171,0.69444783,0.68701748
0.31342983,0.30315794,0.69006749,0.1338967,0.34293356,0.74438722,0.88653271,0.83388875
0.32908941,0.31679293,0.67597938,0.34612448,0.4478626,0.85171843,0.99521619,0.98177539
0.34252037,0.33042792,0.6764511,0.52041928,0.48340614,0.83242936,0.93130839,0.91975617
0.35513709,0.32268919,0.6711207,0.66625485,0.43649013,0.81218746,0.83202823,0.81819302
0.36842256,0.29079494,0.6684673,0.74978706,0.39428108,0.76841806,0.72976073,0.72009428
0.38189897,0.25890068,0.65331193,0.74429779,0.36291184,0.73463557,0.69887016,0.67013455
0.39076275,0.23780998,0.63182524,0.72220798,0.33154286,0.73944568,0.70137552,0.66776882
0.39413271,0.2415973,0.63223062,0.67047069,0.31366431,0.74425711,0.74491025,0.69621484
0.39170141,0.24538462,0.63881844,0.6232819,0.33236452,0.74906853,0.75357964,0.71110347
0.38504847,0.24917258,0.64017315,0.59689068,0.35106445,0.75384579,0.79839131,0.73595143
0.3795154,0.2529599,0.64651921,0.62982665,0.36976465,0.75769388,0.80395287,0.76194319
0.36736288,0.25674722,0.63460837,0.65415023,0.38846459,0.76154197,0.76167942,0.72029909
0.35936158,0.2539972,0.65367751,0.64329448,0.39227143,0.76539006,0.73819539,0.72180219
0.34929948,0.25104112,0.65263973,0.66777882,0.38755839,0.76234891,0.74235482,0.68851884
0.33939984,0.24808503,0.64281624,0.65099833,0.38284535,0.75643353,0.73981034,0.68228603
0.33147756,0.24512895,0.6402218,0.67133742,0.37813231,0.75339106,0.72703159,0.70857806
0.32478765,0.24217287,0.61676422,0.64671112,0.37341927,0.75280623,0.71085239,0.69755651
0.31921538,0.23921679,0.64767492,0.65641201,0.36870623,0.75222139,0.75037322,0.70657683
0.31255672,0.23666329,0.63794576,0.62777168,0.36399319,0.75163524,0.73728463,0.70371122
0.30585342,0.23666329,0.63013885,0.62800956,0.35928015,0.7510504,0.73987763,0.72452026
0.30004514,0.23666329,0.66075326,0.64879334,0.35456711,0.75046557,0.74584292,0.70631301
0.29327398,0.23666329,0.6433823,0.6185642,0.34985407,0.74988073,0.73678701,0.70631301
0.28893639,0.23666329,0.62829916,0.63661275,0.34514103,0.747155,0.74540319,0.70631301
0.28346866,0.23666329,0.65932632,0.66251669,0.23615208,0.74113842,0.71581616,0.68294558
0.27873789,0.23666329,0.63880665,0.64067857,0.22501997,0.7167685,0.67620925,0.65292531
0.27558842,0.23666329,0.64016283,0.59009577,0.24422246,0.71575128,0.69128992,0.6452918
0.27204287,0.23666329,0.6242424,0.58136021,0.26342494,0.71473274,0.68958108,0.63765829
0.26776042,0.23666329,0.63539849,0.53574218,0.2826277,0.71371421,0.70557094,0.68557687
0.26541095,0.23666329,0.64544606,0.53062202,0.30183018,0.71212661,0.75463437,0.71007942
0.26339669,0.23666329,0.65484501,0.57556784,0.32103266,0.7104549,0.74855015,0.71446722
0.26218247,0.23666329,0.62961997,0.54622846,0.34023542,0.70878319,0.71217783,0.67924859
0.26227167,0.23666329,0.64016283,0.58126544,0.35943791,0.70711148,0.70427523,0.68292475
0.26427286,0.23666329,0.63895995,0.55789799,0.37864039,0.70395073,0.66207064,0.65377406
0.26334442,0.23666329,0.62254422,0.50802115,0.38618667,0.69763056,0.68687855,0.65037734
0.26102314,0.23666329,0.63879485,0.45944037,0.39086932,0.70134591,0.71393518,0.67163765
0.25757783,0.23666329,0.63230875,0.44638922,0.39555197,0.70505995,0.69143546,0.65173637
0.25445447,0.23666329,0.6285704,0.42261506,0.40023434,0.70916169,0.6794235,0.68575391
0.2519709,0.27264124,0.63550463,0.43526873,0.40491699,0.71475903,0.69940691,0.6827078
0.25078281,0.26090913,0.66153159,0.39326225,0.40959964,0.72035505,0.72058589,0.67940133
0.24763331,0.23424589,0.63682544,0.45192337,0.41428229,0.72595108,0.72988436,0.69102342
0.24413438,0.23521387,0.65125996,0.48738893,0.41896466,0.73154711,0.74084628,0.71148012
0.24299643,0.24376921,0.66207259,0.54940837,0.42364731,0.73714314,0.73696697,0.71357161
0.2420605,0.25232391,0.63669571,0.58790919,0.42832996,0.74274048,0.72274698,0.69044371
0.24214459,0.25800075,0.63312246,0.61318083,0.43301261,0.74713792,0.71698199,0.68355307
0.24101673,0.26042451,0.60960592,0.6110779,0.4170296,0.71955337,0.68967498,0.63740315
0.24210539,0.2628489,0.63509188,0.572861,0.37769109,0.72226859,0.71621833,0.6743158
0.23976614,0.26527266,0.64699093,0.56713501,0.33835258,0.7238575,0.73658044,0.70305514
0.23850759,0.26769642,0.65557322,0.57884252,0.29901407,0.73829966,0.79155752,0.70631301
0.23739791,0.26645624,0.65461652,0.61740358,0.30687973,0.76780169,0.81324507,0.76000791
0.23424841,0.26107449,0.6605174,0.6829118,0.34478463,0.79730371,0.78609611,0.74715175
0.2306688,0.25569275,0.67136835,0.7550208,0.38268953,0.7582038,0.75936028,0.69632765
0.22732498,0.25031164,0.63415287,0.70471807,0.42059443,0.71640708,0.69483279,0.64514601
0.22286182,0.24492989,0.63237951,0.66770285,0.45849933,0.70303339,0.66214262,0.64202352
0.21729182,0.23954814,0.61914638,0.53331888,0.49640423,0.68460383,0.65904574,0.60875753
0.21054172,0.23594526,0.61518397,0.43171012,0.53800491,0.71387192,0.70680719,0.67245168
0.20505297,0.2343979,0.64007733,0.45256028,0.58387687,0.71066386,0.71226077,0.69528625
0.19951706,0.23285053,0.63584662,0.38684832,0.62974882,0.70771471,0.70710921,0.67018836
0.19483856,0.23130317,0.63447865,0.44196005,0.67562077,0.7448104,0.73896218,0.70121359
0.19353286,0.22975581,0.66542325,0.45491682,0.72149272,0.7298938,0.72608641,0.68327189
0.19280101,0.22820781,0.64405449,0.4825381,0.75248347,0.73690394,0.6853528,0.68315907
0.19367945,0.22666044,0.6432054,0.52415783,0.74875232,0.73401919,0.67053346,0.65540733
0.19715174,0.22511308,0.65011605,0.52713746,0.7450209,0.71919064,0.66923462,0.63285567
0.20039549,0.22356572,0.63855899,0.50060506,0.74128948,0.72526899,0.68067227,0.63871879
0.20381807,0.22201835,0.66414962,0.54521593,0.73755834,0.73134866,0.70562415,0.66361014
0.20825474,0.22047099,0.65197933,0.57358999,0.73382691,0.73742832,0.71371767,0.67887542
0.21292301,0.21892299,0.64009207,0.62586135,0.73009577,0.74350668,0.75345758,0.71281138
0.21614578,0.21737563,0.64674328,0.6489069,0.72636435,0.74958634,0.78306652,0.75059707
0.22080325,0.21582826,0.66115864,0.69978706,0.72263293,0.74866375,0.72692518,0.70456691
0.22504369,0.2142809,0.65002171,0.69875267,0.70996444,0.74671605,0.70974289,0.64447777
0.22861023,0.21273354,0.65311145,0.6958137,0.64057176,0.74209256,0.70651143,0.62913438
0.22954889,0.20623308,0.62011488,0.67382633,0.54491023,0.73706691,0.66869631,0.62913438
0.23060573,0.19849372,0.6427042,0.61944436,0.48758044,0.75970072,0.76782624,0.69557784
0.2306688,0.190755,0.66046581,0.62915484,0.49212633,0.75620485,0.80299047,0.75036623
0.22748009,0.18301627,0.66271383,0.64691946,0.49667222,0.75270897,0.72647607,0.70851732
0.2216868,0.17527755,0.63013885,0.61422022,0.50121811,0.74921441,0.73113782,0.6720195
0.21938675,0.16753882,0.61899455,0.59216839,0.50576428,0.72420314,0.66099714,0.62770245
0.2128912,0.1598001,0.63245027,0.47376034,0.51031017,0.6841031,0.63419558,0.6057687
0.21049172,0.15206137,0.63290577,0.32430938,0.53814775,0.67975692,0.66699842,0.61239378
0.20617004,0.19994187,0.65911404,0.28714261,0.62707389,0.75658729,0.86022565,0.80145068
0.20029322,0.24957516,0.66144904,0.40010896,0.75394277,0.84838815,0.99523653,0.92603932
0.19717174,0.29920845,0.6910979,0.53212641,0.83899908,0.86711211,0.99863387,0.94223319
0.19466811,0.31770303,0.65387799,0.6764668,0.8889047,0.86169087,0.91894434,0.86875156
0.19362945,0.30100639,0.64647204,0.75664835,0.86670017,0.8337252,0.79557141,0.75588915
0.19357206,0.28430911,0.61155175,0.751415,0.82646817,0.81391962,0.71233745,0.68400087
0.19264079,0.26761183,0.62135608,0.69843345,0.72416738,0.79542566,0.68940582,0.66482338
0.19159985,0.25091455,0.64628335,0.70300496,0.61991053,0.79760861,0.70374317,0.67625628
0.18693442,0.23421727,0.63380645,0.6618161,0.51565368,0.8085365,0.72912539,0.69949874
0.18006101,0.21752063,0.63242668,0.64780921,0.49130965,0.8194644,0.79447444,0.75029159
0.1722671,0.20783323,0.65065852,0.66224121,0.51323099,0.83039229,0.84015148,0.80223173
0.16480391,0.20661849,0.64843409,0.65818114,0.53515233,0.84132149,0.84684757,0.81367679
0.15805377,0.20540312,0.63529236,0.7503737,0.5570734,0.83746157,0.84441888,0.80285137
0.15100761,0.20418838,0.64773388,0.7034481,0.57899474,0.82743131,0.81454861,0.75918868
0.14548704,0.20297363,0.65225057,0.6867831,0.60091609,0.81756926,0.79798757,0.74039823
0.14101311,0.20175826,0.6533591,0.67980325,0.62283743,0.80835382,0.7890412,0.70732317
0.13676472,0.20054352,0.61676422,0.65602258,0.6432688,0.80612619,0.77362565,0.70317664
0.13206804,0.21121988,0.63477347,0.63770584,0.66201653,0.80489475,0.78861556,0.72896012
0.12888446,0.22481798,0.64718109,0.62580841,0.68076425,0.80366462,0.79746491,0.73023064
0.12535996,0.23841544,0.64934804,0.61347243,0.6995117,0.80932242,0.80805283,0.76864291
0.12301049,0.25201354,0.68765437,0.6341434,0.71825943,0.81785577,0.83906546,0.80323496
0.12298947,0.26561101,0.6925956,0.67436617,0.73700716,0.82638912,0.86504233,0.80474152
0.12763899,0.27920911,0.69143989,0.73245753,0.75575461,0.83099684,0.82763251,0.77189904
0.13320613,0.29280721,0.68179329,0.74595873,0.7543094,0.82906359,0.8234856,0.77605946
0.13886306,0.2608697,0.66807813,0.74786445,0.74131297,0.82712903,0.79824578,0.7314404
0.14439613,0.25446656,0.65985405,0.74290159,0.72831653,0.82519579,0.75452013,0.72285054
0.15019454,0.24806405,0.6717929,0.72347527,0.7186045,0.82326123,0.79673724,0.7285505
0.15352754,0.2416609,0.67805494,0.71921646,0.70969921,0.82132667,0.78087727,0.72992863
0.15565145,0.23525775,0.65922018,0.69617474,0.70079419,0.81946308,0.82579065,0.74237517
0.15808502,0.22885524,0.66621338,0.68552004,0.69188917,0.81946308,0.82392689,0.76720403
0.15905571,0.2224521,0.6732906,0.70861738,0.67881925,0.81946308,0.78872666,0.75893527
0.1570259,0.21604895,0.69399895,0.72402047,0.65615859,0.81421007,0.79693442,0.74530152
0.15582191,0.20964644,0.65247463,0.68662234,0.63349792,0.80451362,0.79169992,0.73297995
0.15689977,0.21054573,0.67668696,0.65590095,0.61083726,0.80925014,0.82905341,0.77634584
0.15897936,0.21323915,0.69055542,0.60361999,0.58817659,0.81604869,0.82741186,0.80452977
0.16014643,0.21593193,0.69503673,0.64579413,0.56551593,0.82284724,0.84840931,0.79727117
0.16374195,0.21862535,0.67824362,0.70079997,0.54285526,0.8296458,0.9094753,0.84545357
0.16572721,0.22131876,0.68551985,0.75192145,0.54496106,0.83613025,0.90640971,0.83492842
0.17041593,0.22401218,0.68449387,0.74993861,0.55315135,0.83486333,0.87510758,0.83259914
0.17346315,0.2267056,0.67715867,0.74789822,0.56134163,0.83359509,0.88761717,0.83586048
0.17910644,0.22939901,0.66525078,0.75348762,0.56953192,0.83232685,0.88355163,0.80959274
0.18149569,0.23209243,0.67560201,0.74419343,0.5777222,0.83105861,0.85135127,0.79779881
0.18378762,0.19809368,0.6420379,0.7310502,0.58591221,0.82290244,0.82180805,0.77000889
0.1803968,0.17148196,0.67364144,0.6646365,0.5941025,0.80221502,0.75857002,0.76118297
0.17917782,0.18313902,0.66499871,0.6217445,0.60229278,0.80528508,0.80841432,0.77181746
0.17708993,0.19479671,0.65296993,0.58211721,0.61048307,0.80835514,0.81790839,0.77043933
0.17474188,0.20645377,0.66442085,0.55838065,0.61867335,0.81142389,0.8678904,0.80528653
0.17356544,0.21811083,0.67539858,0.55910964,0.63142942,0.81449395,0.85191149,0.81355529
0.17585525,0.22976853,0.68835015,0.57683589,0.6493461,0.81756269,0.86423173,0.8230616
0.17719732,0.24142558,0.65624394,0.59738294,0.66726278,0.82063275,0.86878707,0.79641201
0.17911724,0.25308328,0.6764511,0.62513007,0.68517947,0.8237015,0.86083595,0.836888
0.18144853,0.26474034,0.69817365,0.67583296,0.70309615,0.82677156,0.86083595,0.79891485
0.18364856,0.26821157,0.67669875,0.68276063,0.70243612,0.82984162,0.85348419,0.79839589
0.18369064,0.26699937,0.67039691,0.71667153,0.68078166,0.83085096,0.82496283,0.77246487
0.17817064,0.26578781,0.68140412,0.72354241,0.65912693,0.82390389,0.81154406,0.7599489
0.17033184,0.26457562,0.67165138,0.71629284,0.63747247,0.81695551,0.79672003,0.75261914
0.16240953,0.26336342,0.66409065,0.693616,0.61581774,0.81000714,0.78411029,0.74714481
0.15332584,0.26215186,0.66326515,0.67830307,0.59416328,0.80306007,0.75080826,0.73164695
0.14428077,0.26093966,0.65751463,0.64849062,0.57250855,0.79611169,0.76523168,0.73338783
0.13868749,0.2597281,0.66601437,0.61553738,0.55085409,0.78916332,0.7671064,0.73512872
0.13306465,0.2585159,0.67136835,0.60471807,0.54543295,0.7979122,0.79312239,0.73990183
0.13185554,0.25730371,0.68155743,0.59634202,0.57739398,0.80901883,0.80119243,0.76392013
0.13306465,0.25518077,0.68353864,0.60601951,0.60935475,0.82012414,0.82668889,0.78486802
0.13423683,0.25253633,0.68721803,0.63833546,0.64131551,0.82558217,0.84319203,0.80449332
0.13543515,0.24989252,0.69312333,0.68422091,0.67327627,0.82871269,0.85150149,0.77317303
0.13543288,0.24724807,0.67189609,0.69398548,0.70523731,0.83134511,0.81983162,0.77553528
0.13637665,0.24460363,0.68481228,0.74537669,0.7239295,0.82163157,0.81413236,0.77789928
0.13661813,0.24195918,0.68555523,0.72747011,0.71166217,0.81305485,0.77550819,0.72134397
0.13540674,0.23931473,0.66299391,0.70142421,0.69939512,0.80637195,0.77842981,0.73513045
0.13425274,0.23667092,0.66707426,0.73419251,0.68712778,0.79968774,0.77795722,0.70564303
0.1307254,0.23402648,0.65145897,0.70802076,0.67486045,0.79300484,0.75491135,0.71020092
0.12072351,0.23061566,0.69707691,0.72023013,0.66251438,0.78632193,0.75012597,0.69572885
0.1105591,0.226338,0.67318446,0.68681763,0.6500799,0.77740351,0.68190852,0.62561964
0.09715601,0.22206033,0.64916082,0.64589734,0.63764514,0.75985054,0.74022346,0.66772369
0.08692571,0.21778266,0.65692056,0.65662188,0.62521039,0.78434006,0.76858989,0.70844789
0.07927329,0.21350499,0.67208772,0.66240773,0.61277563,0.77882158,0.7469352,0.69495126
0.0746607,0.20922732,0.65861874,0.65910005,0.60034115,0.76800408,0.71647184,0.66022904
0.07023902,0.20838336,0.67954084,0.64880293,0.5902799,0.75762423,0.71173028,0.67509338
0.0679671,0.20923877,0.68917565,0.6339343,0.59528248,0.75806712,0.78218237,0.70304993
0.06679066,0.21552299,0.64120061,0.65660154,0.60028506,0.75851002,0.78628233,0.73838658
0.06795772,0.22180784,0.66370149,0.63146534,0.57749068,0.75895161,0.73696227,0.69796787
0.0691799,0.22809206,0.68430518,0.61075638,0.42914719,0.7593945,0.7209865,0.65478596
0.07574924,0.23437627,0.6812744,0.5821644,0.39795532,0.7598374,0.71650001,0.66098753
0.08375438,0.2360025,0.64197894,0.57597492,0.36676371,0.76027899,0.76488271,0.70445583
0.09157523,0.23496393,0.68309051,0.58565701,0.36456177,0.76072188,0.76805158,0.70153642
0.09724239,0.23392536,0.68751433,0.59495465,0.39656812,0.76116478,0.75428071,0.69861875
0.1027993,0.23288678,0.67593221,0.60882533,0.48176394,0.76160637,0.74433908,0.67351218
0.10739655,0.23184821,0.68540192,0.64234795,0.49904214,0.76204927,0.75463906,0.67447201
0.11051422,0.23080964,0.66566058,0.67394949,0.51632034,0.76249216,0.68936357,0.67858903
0.11412281,0.22977107,0.66730864,0.68128424,0.53359827,0.76889513,0.7294947,0.68270606
0.11848142,0.2287325,0.6934211,0.7328554,0.55087647,0.76834578,0.72727728,0.68682309
0.12078885,0.22769393,0.69373509,0.74470756,0.55310659,0.76380246,0.71583181,0.67035151
0.12281104,0.22665535,0.69175978,0.74808353,0.55459104,0.75545442,0.72148256,0.64401781
0.12623327,0.22561678,0.64646025,0.75431598,0.55607548,0.74068764,0.6714004,0.62159981
0.12631738,0.22457758,0.66799263,0.73819004,0.55755993,0.72643866,0.68638092,0.60631023
0.12514234,0.22372853,0.68761899,0.74786599,0.55904465,0.71164823,0.69738979,0.61693952
0.12185365,0.22288521,0.67551799,0.74203947,0.5605291,0.69626769,0.69767147,0.62274015
0.11721719,0.22204188,0.66414962,0.73253465,0.56201354,0.68088848,0.66708136,0.62892784
0.11292449,0.22119856,0.67419865,0.71981346,0.56349799,0.66550795,0.66391562,0.58046599
0.11061138,0.22035587,0.66632983,0.65941236,0.56498243,0.66044287,0.67644086,0.59292295
0.10816474,0.21951255,0.66924563,0.67466428,0.56646688,0.66420422,0.68487864,0.63049342
0.10943635,0.21866923,0.68564957,0.65255068,0.56795133,0.66796557,0.67511697,0.64592012
0.11168924,0.21782654,0.68482407,0.67340966,0.56943577,0.67172692,0.70998232,0.65722458
0.11608706,0.21698322,0.69409477,0.67305975,0.51453917,0.67516366,0.70278391,0.67008769
0.12393606,0.2161399,0.69047287,0.70168933,0.45769867,0.67832046,0.72079089,0.66684197
0.13416865,0.21529721,0.67712477,0.74834827,0.45104174,0.68147857,0.75737759,0.67676484
0.14399725,0.21445389,0.69495418,0.74048366,0.45714943,0.6852938,0.78176768,0.70380495
0.15308721,0.21361057,0.6808189,0.74897328,0.46325713,0.73118175,0.7778555,0.70564477
0.1578282,0.21276788,0.64833532,0.75029812,0.46936482,0.71902899,0.73308139,0.66527812
0.15975835,0.21192456,0.6776186,0.74772403,0.47704537,0.70687623,0.71649375,0.67439217
0.15866742,0.21108123,0.66028154,0.76342524,0.49470788,0.69480495,0.71298218,0.66263642
0.1542696,0.21023855,0.65509266,0.75883493,0.51237038,0.68477468,0.68514154,0.6279142
0.14990589,0.20939522,0.66084908,0.74014296,0.53003316,0.6747431,0.69601897,0.62619935
0.14519614,0.2085519,0.66429113,0.72049487,0.54769567,0.6708937,0.70645666,0.67297585
0.13957102,0.17452899,0.69105073,0.6735708,0.56535817,0.66962283,0.71766427,0.66874254
0.13639768,0.20792863,0.6962514,0.68419904,0.58302095,0.66835196,0.70859741,0.66085215
0.13412434,0.20641307,0.65828854,0.65796436,0.59165881,0.6670824,0.69781387,0.66519655
0.13056802,0.2048975,0.64549912,0.62063683,0.59807981,0.66581154,0.71922601,0.66922332
0.13061006,0.2033813,0.65480521,0.61240312,0.6045008,0.66454067,0.70016275,0.65979512
0.13178736,0.20186574,0.66712143,0.55529512,0.6109218,0.66327111,0.70575716,0.64206865
0.13295215,0.20035018,0.64806408,0.50853221,0.61734279,0.66200024,0.68861869,0.63661689
0.13644768,0.20626679,0.65792296,0.50432979,0.62376351,0.66339071,0.6990376,0.67930066
0.13970277,0.21241808,0.6573569,0.47361838,0.62821602,0.66927193,0.70132701,0.62913438
0.14314724,0.21856938,0.6656827,0.43782402,0.63218449,0.67515183,0.66839429,0.62913438
0.1474513,0.22472067,0.66164952,0.41876295,0.63615324,0.68103173,0.63222071,0.62913438
0.14984282,0.23087197,0.67702895,0.4764008,0.64012171,0.68691163,0.66136645,0.62913438
0.15307639,0.23702326,0.70879906,0.55315651,0.64409045,0.69701812,0.6985744,0.62913438
0.15538155,0.24317392,0.7308179,0.64406107,0.64805892,0.71074272,0.71222791,0.63813908
0.15759467,0.24932521,0.75132578,0.75712181,0.65202767,0.72446731,0.73283414,0.66944201
0.15852026,0.25547651,0.74950378,0.80454734,0.65599613,0.73819058,0.72691892,0.6678018
0.15853105,0.2616278,0.67002249,0.80138546,0.65996488,0.75191517,0.68193669,0.6375906
0.15773103,0.25597831,0.64278086,0.80704584,0.66393362,0.73744147,0.60765535,0.59491204
0.15427698,0.236538,0.67037775,0.79668273,0.66790209,0.71873328,0.6356869,0.57229096
0.14863541,0.2170977,0.68607707,0.77303135,0.67187084,0.70002642,0.59642114,0.5553924
0.14256542,0.20043285,0.6962514,0.78314891,0.67583931,0.68589047,0.61026712,0.55314123
0.13515334,0.20138366,0.68530463,0.7803849,0.67980805,0.68942446,0.64314195,0.60432635
0.12619804,0.20233446,0.66590676,0.80153778,0.69730009,0.69295976,0.66009264,0.64567192
0.12146841,0.20328463,0.65792296,0.80644961,0.74634649,0.69649374,0.69898596,0.65228832
0.11844278,0.20423544,0.63584662,0.80887291,0.73966054,0.70002904,0.69869333,0.66161932
0.11445577,0.20518561,0.65029,0.80918484,0.60293126,0.70356435,0.6702111,0.63676442
0.11121424,0.20613641,0.66485719,0.81193926,0.46620254,0.68649239,0.61774878,0.58717959
0.10903238,0.20708722,0.688928,0.76813832,0.46197409,0.66120644,0.60800275,0.58210968
0.10616982,0.20803739,0.6812744,0.7696619,0.46231502,0.6469969,0.64553307,0.59330306
0.10228224,0.20937805,0.67684911,0.71127665,0.46265567,0.67206468,0.71313084,0.63700221
0.09897253,0.21094195,0.6764511,0.76128624,0.4629966,0.68361158,0.68557345,0.66606959
0.09539063,0.21250585,0.67227641,0.77600331,0.46333725,0.69077681,0.70824531,0.65194986
0.09388039,0.21406975,0.66761821,0.71740013,0.4636779,0.69794203,0.73790589,0.67047995
0.09383323,0.21563365,0.65656677,0.75311853,0.46401883,0.70759511,0.73263071,0.67047995
0.0972992,0.21719755,0.67463499,0.80021294,0.46435948,0.71310046,0.71958437,0.66380453
0.10482433,0.21876145,0.68547268,0.80470848,0.46470041,0.68635308,0.66942084,0.59936752
0.11716263,0.22032535,0.67188429,0.78878014,0.46504106,0.66380864,0.62254041,0.55762448
0.12827479,0.22188925,0.64536351,0.69012377,0.46538171,0.64966743,0.60464454,0.54722604
0.13456014,0.22345315,0.67520105,0.74039849,0.46572264,0.66086869,0.66266685,0.61122393
0.13772213,0.22291383,0.69412868,0.6882499,0.46606329,0.66583125,0.70574621,0.64291566
0.13923921,0.21753208,0.68325561,0.74307732,0.48659633,0.68318314,0.69012253,0.66976485
0.13891931,0.21215033,0.68137906,0.76080971,0.51217726,0.70327127,0.68489116,0.62786907
0.14008524,0.21405003,0.63747405,0.6993136,0.53775847,0.67301225,0.60018935,0.55479706
0.13941819,0.2329383,0.62384144,0.61373755,0.5633394,0.64998416,0.64467865,0.58778882
0.13787271,0.19752892,0.65154299,0.5846253,0.57665328,0.65128526,0.66327872,0.62098711
0.13671642,0.20682201,0.65257487,0.50057245,0.57610293,0.65258504,0.68044536,0.63344233
0.13648177,0.21611509,0.64016283,0.45380953,0.57555259,0.656098,0.69548222,0.66219209
0.13829259,0.22540818,0.65411385,0.39582138,0.57500251,0.62746338,0.66103469,0.64697194
0.14218504,0.23470126,0.6303983,0.33614236,0.57445217,0.65914703,0.65208832,0.63335555
0.14829903,0.24399435,0.63989749,0.23705896,0.57390182,0.66109473,0.66874638,0.63060277
0.1563793,0.25328743,0.64861835,0.23789039,0.57335147,0.66141804,0.67246765,0.64152538
0.16679183,0.26258052,0.65677905,0.18855223,0.57280112,0.65900378,0.66112546,0.65749882
0.17806153,0.2718736,0.67229115,0.16651422,0.57225105,0.65658821,0.67196845,0.65118616
0.19065725,0.28116669,0.66833758,0.25150018,0.57170071,0.64829668,0.65932272,0.63933322
0.20316201,0.29045977,0.70429417,0.25076697,0.57115036,0.63009317,0.69002707,0.6535085
0.21484121,0.29975285,0.66681334,0.264968,0.57060001,0.68220534,0.71894277,0.66970237
0.22760736,0.30904594,0.66884762,0.30745983,0.57004966,0.6918466,0.74846877,0.72782152
0.24111786,0.29888791,0.64334692,0.35613768,0.56949932,0.6937575,0.75588939,0.72722097
0.25508404,0.28800103,0.67136835,0.38098152,0.56894925,0.69566709,0.67894309,0.67985087
0.26743372,0.27711479,0.68608591,0.42466889,0.5683989,0.69039568,0.6566155,0.6243821
0.27794585,0.26622792,0.67095118,0.40008057,0.56784855,0.67300962,0.62107882,0.59508213
0.28534826,0.25534104,0.65124227,0.33115187,0.5672982,0.65562225,0.64996479,0.59742183
0.2888398,0.24445417,0.68705293,0.38209841,0.56674786,0.6666671,0.66180305,0.65282291
0.2897313,0.23356729,0.64857855,0.27701584,0.56619778,0.6509843,0.61495078,0.6218133
0.28890116,0.22268105,0.67439618,0.26398349,0.56564744,0.66407937,0.64862526,0.62913438
0.28775512,0.23296946,0.68074667,0.26756089,0.56509709,0.63183059,0.6715522,0.63606321
0.28591249,0.24855249,0.82148182,0.33799475,0.56454674,0.63830453,0.6528066,0.63532381
0.28489254,0.27574233,0.91138657,0.34937998,0.56802426,0.56494112,0.63873058,0.64393624
0.28569427,0.31619765,0.6060135,0.39098551,0.59768252,0.7251402,0.70822653,0.71755151
0.28621703,0.31574609,0.60977102,0.46529911,0.66053871,0.73150637,0.75289736,0.77233817
0.28732899,0.26906253,0.6493613,0.51003699,0.69168694,0.63349442,0.61916029,0.63922908
0.29161938,0.22237896,0.70153463,0.49313372,0.69383252,0.56952912,0.54477411,0.53918638
0.29866838,0.17569539,0.69812647,0.49563222,0.6959781,0.52024256,0.53694975,0.49271883
0.30539749,0.12901182,0.69560279,0.50460451,0.69812396,0.47788991,0.45468914,0.45081264
