"","ConcreteCompressiveStrength","Cement","BlastFurnaceSlag","FlyAsh","Water","Superplasticizer","CoarseAggregate","FineAggregate","Age"
"428",19.42,190.3,0,125.2,166.6,9.9,1079,798.9,14
"429",24.66,250,0,95.7,191.8,5.3,948.9,857.2,14
"430",29.59,213.5,0,174.2,159.2,11.7,1043.6,771.9,14
"431",24.28,194.7,0,100.5,170.2,7.5,998,901.8,14
"432",20.73,251.4,0,118.3,192.9,5.8,1043.6,754.3,14
"433",26.2,165,0,143.6,163.8,0,1005.6,900.9,28
"434",46.39,165,128.5,132.1,175.1,8.1,1005.8,746.6,28
"435",39.16,178,129.8,118.6,179.9,3.6,1007.3,746.8,28
"436",41.2,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28
"437",33.69,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28
"438",38.2,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28
"439",41.41,167,75.4,167,164,7.9,1007.3,770.1,28
"440",37.81,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28
"441",24.85,190.3,0,125.2,166.6,9.9,1079,798.9,28
"442",27.22,250,0,95.7,191.8,5.3,948.9,857.2,28
"443",44.64,213.5,0,174.2,159.2,11.7,1043.6,771.9,28
"444",37.27,194.7,0,100.5,170.2,7.5,998,901.8,28
"445",33.27,251.4,0,118.3,192.9,5.8,1043.6,754.3,28
"446",36.56,165,0,143.6,163.8,0,1005.6,900.9,56
"447",53.72,165,128.5,132.1,175.1,8.1,1005.8,746.6,56
"448",48.59,178,129.8,118.6,179.9,3.6,1007.3,746.8,56
"449",51.72,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56
"450",35.85,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56
"451",53.77,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56
"452",53.46,167,75.4,167,164,7.9,1007.3,770.1,56
"453",48.99,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56
"454",31.72,190.3,0,125.2,166.6,9.9,1079,798.9,56
"455",39.64,250,0,95.7,191.8,5.3,948.9,857.2,56
"456",51.26,213.5,0,174.2,159.2,11.7,1043.6,771.9,56
"457",43.39,194.7,0,100.5,170.2,7.5,998,901.8,56
"458",39.27,251.4,0,118.3,192.9,5.8,1043.6,754.3,56
"459",37.96,165,0,143.6,163.8,0,1005.6,900.9,100
"460",55.02,165,128.5,132.1,175.1,8.1,1005.8,746.6,100
"461",49.99,178,129.8,118.6,179.9,3.6,1007.3,746.8,100
"462",53.66,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100
"463",37.68,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100
"464",56.06,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100
"465",56.81,167,75.4,167,164,7.9,1007.3,770.1,100
"466",50.94,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100
"467",33.56,190.3,0,125.2,166.6,9.9,1079,798.9,100
"468",41.16,250,0,95.7,191.8,5.3,948.9,857.2,100
"469",52.96,213.5,0,174.2,159.2,11.7,1043.6,771.9,100
"470",44.28,194.7,0,100.5,170.2,7.5,998,901.8,100
"471",40.15,251.4,0,118.3,192.9,5.8,1043.6,754.3,100
"472",57.03,446,24,79,162,11.6,967,712,28
"473",44.42,446,24,79,162,11.6,967,712,28
"474",51.02,446,24,79,162,11.6,967,712,28
"475",53.39,446,24,79,162,10.3,967,712,28
"476",35.36,446,24,79,162,11.6,967,712,3
"477",25.02,446,24,79,162,11.6,967,712,3
"478",23.35,446,24,79,162,11.6,967,712,3
"479",52.01,446,24,79,162,11.6,967,712,7
"480",38.02,446,24,79,162,11.6,967,712,7
"481",39.3,446,24,79,162,11.6,967,712,7
"482",61.07,446,24,79,162,11.6,967,712,56
"483",56.14,446,24,79,162,11.6,967,712,56
"484",55.25,446,24,79,162,11.6,967,712,56
"485",54.77,446,24,79,162,10.3,967,712,56
"486",50.24,387,20,94,157,14.3,938,845,28
"487",46.68,387,20,94,157,13.9,938,845,28
"488",46.68,387,20,94,157,11.6,938,845,28
"489",22.75,387,20,94,157,14.3,938,845,3
"490",25.51,387,20,94,157,13.9,938,845,3
"491",34.77,387,20,94,157,11.6,938,845,3
"492",36.84,387,20,94,157,14.3,938,845,7
"493",45.9,387,20,94,157,13.9,938,845,7
"494",41.67,387,20,94,157,11.6,938,845,7
"495",56.34,387,20,94,157,14.3,938,845,56
"496",47.97,387,20,94,157,13.9,938,845,56
"497",61.46,387,20,94,157,11.6,938,845,56
"498",44.03,355,19,97,145,13.1,967,871,28
"499",55.45,355,19,97,145,12.3,967,871,28
"500",55.55,491,26,123,210,3.9,882,699,28
"501",57.92,491,26,123,201,3.9,822,699,28
"502",25.61,491,26,123,210,3.9,882,699,3
"503",33.49,491,26,123,210,3.9,882,699,7
"504",59.59,491,26,123,210,3.9,882,699,56
"505",29.55,491,26,123,201,3.9,822,699,3
"506",37.92,491,26,123,201,3.9,822,699,7
"507",61.86,491,26,123,201,3.9,822,699,56
"508",62.05,424,22,132,178,8.5,822,750,28
"509",32.01,424,22,132,178,8.5,882,750,3
"510",72.1,424,22,132,168,8.9,822,750,28
"511",39,424,22,132,178,8.5,822,750,7
"512",65.7,424,22,132,178,8.5,822,750,56
"513",32.11,424,22,132,168,8.9,822,750,3
"514",40.29,424,22,132,168,8.9,822,750,7
"515",74.36,424,22,132,168,8.9,822,750,56
"516",21.97,202,11,141,206,1.7,942,801,28
"517",9.85,202,11,141,206,1.7,942,801,3
"518",15.07,202,11,141,206,1.7,942,801,7
"519",23.25,202,11,141,206,1.7,942,801,56
"520",43.73,284,15,141,179,5.5,842,801,28
"521",13.4,284,15,141,179,5.5,842,801,3
"522",24.13,284,15,141,179,5.5,842,801,7
"523",44.52,284,15,141,179,5.5,842,801,56
"524",62.94,359,19,141,154,10.9,942,801,28
"525",59.49,359,19,141,154,10.9,942,801,28
"526",25.12,359,19,141,154,10.9,942,801,3
"527",23.64,359,19,141,154,10.9,942,801,3
"528",35.75,359,19,141,154,10.9,942,801,7
"529",38.61,359,19,141,154,10.9,942,801,7
"530",68.75,359,19,141,154,10.9,942,801,56
"531",66.78,359,19,141,154,10.9,942,801,56
"532",23.85,436,0,0,218,0,838.4,719.7,28
"533",32.07,289,0,0,192,0,913.2,895.3,90
"534",11.65,289,0,0,192,0,913.2,895.3,3
"535",19.2,393,0,0,192,0,940.6,785.6,3
"536",48.85,393,0,0,192,0,940.6,785.6,90
"537",39.6,393,0,0,192,0,940.6,785.6,28
"538",43.94,480,0,0,192,0,936.2,712.2,28
"539",34.57,480,0,0,192,0,936.2,712.2,7
"540",54.32,480,0,0,192,0,936.2,712.2,90
"541",24.4,480,0,0,192,0,936.2,712.2,3
"542",15.62,333,0,0,192,0,931.2,842.6,3
"543",21.86,255,0,0,192,0,889.8,945,90
"544",10.22,255,0,0,192,0,889.8,945,7
"545",14.6,289,0,0,192,0,913.2,895.3,7
"546",18.75,255,0,0,192,0,889.8,945,28
"547",31.97,333,0,0,192,0,931.2,842.6,28
"548",23.4,333,0,0,192,0,931.2,842.6,7
"549",25.57,289,0,0,192,0,913.2,895.3,28
"550",41.68,333,0,0,192,0,931.2,842.6,90
"551",27.74,393,0,0,192,0,940.6,785.6,7
"552",8.2,255,0,0,192,0,889.8,945,3
"553",9.62,158.8,238.2,0,185.7,0,1040.6,734.3,7
"554",25.42,239.6,359.4,0,185.7,0,941.6,664.3,7
"555",15.69,238.2,158.8,0,185.7,0,1040.6,734.3,7
"556",27.94,181.9,272.8,0,185.7,0,1012.4,714.3,28
"557",32.63,193.5,290.2,0,185.7,0,998.2,704.3,28
"558",17.24,255.5,170.3,0,185.7,0,1026.6,724.3,7
"559",19.77,272.8,181.9,0,185.7,0,1012.4,714.3,7
"560",39.44,239.6,359.4,0,185.7,0,941.6,664.3,28
"561",25.75,220.8,147.2,0,185.7,0,1055,744.3,28
"562",33.08,397,0,0,185.7,0,1040.6,734.3,28
"563",24.07,382.5,0,0,185.7,0,1047.8,739.3,7
"564",21.82,210.7,316.1,0,185.7,0,977,689.3,7
"565",21.07,158.8,238.2,0,185.7,0,1040.6,734.3,28
"566",14.84,295.8,0,0,185.7,0,1091.4,769.3,7
"567",32.05,255.5,170.3,0,185.7,0,1026.6,724.3,28
"568",11.96,203.5,135.7,0,185.7,0,1076.2,759.3,7
"569",25.45,397,0,0,185.7,0,1040.6,734.3,7
"570",22.49,381.4,0,0,185.7,0,1104.6,784.3,28
"571",25.22,295.8,0,0,185.7,0,1091.4,769.3,28
"572",39.7,228,342.1,0,185.7,0,955.8,674.3,28
"573",13.09,220.8,147.2,0,185.7,0,1055,744.3,7
"574",38.7,316.1,210.7,0,185.7,0,977,689.3,28
"575",7.51,135.7,203.5,0,185.7,0,1076.2,759.3,7
"576",17.58,238.1,0,0,185.7,0,1118.8,789.3,28
"577",21.18,339.2,0,0,185.7,0,1069.2,754.3,7
"578",18.2,135.7,203.5,0,185.7,0,1076.2,759.3,28
"579",17.2,193.5,290.2,0,185.7,0,998.2,704.3,7
"580",22.63,203.5,135.7,0,185.7,0,1076.2,759.3,28
"581",21.86,290.2,193.5,0,185.7,0,998.2,704.3,7
"582",12.37,181.9,272.8,0,185.7,0,1012.4,714.3,7
"583",25.73,170.3,155.5,0,185.7,0,1026.6,724.3,28
"584",37.81,210.7,316.1,0,185.7,0,977,689.3,28
"585",21.92,228,342.1,0,185.7,0,955.8,674.3,7
"586",33.04,290.2,193.5,0,185.7,0,998.2,704.3,28
"587",14.54,381.4,0,0,185.7,0,1104.6,784.3,7
"588",26.91,238.2,158.8,0,185.7,0,1040.6,734.3,28
"589",8,186.2,124.1,0,185.7,0,1083.4,764.3,7
"590",31.9,339.2,0,0,185.7,0,1069.2,754.3,28
"591",10.34,238.1,0,0,185.7,0,1118.8,789.3,7
"592",19.77,252.5,0,0,185.7,0,1111.6,784.3,28
"593",37.44,382.5,0,0,185.7,0,1047.8,739.3,28
"594",11.48,252.5,0,0,185.7,0,1111.6,784.3,7
"595",24.44,316.1,210.7,0,185.7,0,977,689.3,7
"596",17.6,186.2,124.1,0,185.7,0,1083.4,764.3,28
"597",10.73,170.3,155.5,0,185.7,0,1026.6,724.3,7
"598",31.38,272.8,181.9,0,185.7,0,1012.4,714.3,28
"599",13.22,339,0,0,197,0,968,781,3
"600",20.97,339,0,0,197,0,968,781,7
"601",27.04,339,0,0,197,0,968,781,14
"602",32.04,339,0,0,197,0,968,781,28
"603",35.17,339,0,0,197,0,968,781,90
"604",36.45,339,0,0,197,0,968,781,180
"605",38.89,339,0,0,197,0,968,781,365
"606",6.47,236,0,0,194,0,968,885,3
"607",12.84,236,0,0,194,0,968,885,14
"608",18.42,236,0,0,194,0,968,885,28
"609",21.95,236,0,0,194,0,968,885,90
"610",24.1,236,0,0,193,0,968,885,180
"611",25.08,236,0,0,193,0,968,885,365
"612",21.26,277,0,0,191,0,968,856,14
"613",25.97,277,0,0,191,0,968,856,28
"614",11.36,277,0,0,191,0,968,856,3
"615",31.25,277,0,0,191,0,968,856,90
"616",32.33,277,0,0,191,0,968,856,180
"617",33.7,277,0,0,191,0,968,856,360
"618",9.31,254,0,0,198,0,968,863,3
"619",26.94,254,0,0,198,0,968,863,90
"620",27.63,254,0,0,198,0,968,863,180
"621",29.79,254,0,0,198,0,968,863,365
"622",34.49,307,0,0,193,0,968,812,180
"623",36.15,307,0,0,193,0,968,812,365
"624",12.54,307,0,0,193,0,968,812,3
"625",27.53,307,0,0,193,0,968,812,28
"626",32.92,307,0,0,193,0,968,812,90
"627",9.99,236,0,0,193,0,968,885,7
"628",7.84,200,0,0,180,0,1125,845,7
"629",12.25,200,0,0,180,0,1125,845,28
"630",11.17,225,0,0,181,0,1113,833,7
"631",17.34,225,0,0,181,0,1113,833,28
"632",17.54,325,0,0,184,0,1063,783,7
"633",30.57,325,0,0,184,0,1063,783,28
"634",14.2,275,0,0,183,0,1088,808,7
"635",24.5,275,0,0,183,0,1088,808,28
"636",15.58,300,0,0,184,0,1075,795,7
"637",26.85,300,0,0,184,0,1075,795,28
"638",26.06,375,0,0,186,0,1038,758,7
"639",38.21,375,0,0,186,0,1038,758,28
"640",43.7,400,0,0,187,0,1025,745,28
"641",30.14,400,0,0,187,0,1025,745,7
"642",12.73,250,0,0,182,0,1100,820,7
"643",20.87,250,0,0,182,0,1100,820,28
"644",20.28,350,0,0,186,0,1050,770,7
"645",34.29,350,0,0,186,0,1050,770,28
"646",19.54,203.5,305.3,0,203.5,0,963.4,630,7
"647",47.71,250.2,166.8,0,203.5,0,977.6,694.1,90
"648",43.38,157,236,0,192,0,935.4,781.2,90
"649",29.89,141.3,212,0,203.5,0,971.8,748.5,28
"650",6.9,166.8,250.2,0,203.5,0,975.6,692.6,3
"651",33.19,122.6,183.9,0,203.5,0,958.2,800.1,90
"652",4.9,183.9,122.6,0,203.5,0,959.2,800,3
"653",4.57,102,153,0,192,0,887,942,3
"654",25.46,102,153,0,192,0,887,942,90
"655",24.29,122.6,183.9,0,203.5,0,958.2,800.1,28
"656",33.95,166.8,250.2,0,203.5,0,975.6,692.6,28
"657",11.41,200,133,0,192,0,965.4,806.2,3
"658",20.59,108.3,162.4,0,203.5,0,938.2,849,28
"659",25.89,305.3,203.5,0,203.5,0,965.4,631,7
"660",29.23,108.3,162.4,0,203.5,0,938.2,849,90
"661",31.02,116,173,0,192,0,909.8,891.9,90
"662",10.39,141.3,212,0,203.5,0,971.8,748.5,7
"663",33.66,157,236,0,192,0,935.4,781.2,28
"664",27.87,133,200,0,192,0,927.4,839.2,28
"665",19.35,250.2,166.8,0,203.5,0,977.6,694.1,7
"666",11.39,173,116,0,192,0,946.8,856.8,7
"667",12.79,192,288,0,192,0,929.8,716.1,3
"668",39.32,192,288,0,192,0,929.8,716.1,28
"669",4.78,153,102,0,192,0,888,943.1,3
"670",16.11,288,192,0,192,0,932,717.8,3
"671",43.38,305.3,203.5,0,203.5,0,965.4,631,28
"672",20.42,236,157,0,192,0,972.6,749.1,7
"673",6.94,173,116,0,192,0,946.8,856.8,3
"674",15.03,212,141.3,0,203.5,0,973.4,750,7
"675",13.57,236,157,0,192,0,972.6,749.1,3
"676",32.53,183.9,122.6,0,203.5,0,959.2,800,90
"677",15.75,166.8,250.2,0,203.5,0,975.6,692.6,7
"678",7.68,102,153,0,192,0,887,942,7
"679",38.8,288,192,0,192,0,932,717.8,28
"680",33,212,141.3,0,203.5,0,973.4,750,28
"681",17.28,102,153,0,192,0,887,942,28
"682",24.28,173,116,0,192,0,946.8,856.8,28
"683",24.05,183.9,122.6,0,203.5,0,959.2,800,28
"684",36.59,133,200,0,192,0,927.4,839.2,90
"685",50.73,192,288,0,192,0,929.8,716.1,90
"686",13.66,133,200,0,192,0,927.4,839.2,7
"687",14.14,305.3,203.5,0,203.5,0,965.4,631,3
"688",47.78,236,157,0,192,0,972.6,749.1,90
"689",2.33,108.3,162.4,0,203.5,0,938.2,849,3
"690",16.89,157,236,0,192,0,935.4,781.2,7
"691",23.52,288,192,0,192,0,932,717.8,7
"692",6.81,212,141.3,0,203.5,0,973.4,750,3
"693",39.7,212,141.3,0,203.5,0,973.4,750,90
"694",17.96,153,102,0,192,0,888,943.1,28
"695",32.88,236,157,0,192,0,972.6,749.1,28
"696",22.35,116,173,0,192,0,909.8,891.9,28
"697",10.79,183.9,122.6,0,203.5,0,959.2,800,7
"698",7.72,108.3,162.4,0,203.5,0,938.2,849,7
"699",41.68,203.5,305.3,0,203.5,0,963.4,630,28
"700",9.56,203.5,305.3,0,203.5,0,963.4,630,3
"701",6.88,133,200,0,192,0,927.4,839.2,3
"702",50.53,288,192,0,192,0,932,717.8,90
"703",17.17,200,133,0,192,0,965.4,806.2,7
"704",30.44,200,133,0,192,0,965.4,806.2,28
"705",9.73,250.2,166.8,0,203.5,0,977.6,694.1,3
"706",3.32,122.6,183.9,0,203.5,0,958.2,800.1,3
"707",26.32,153,102,0,192,0,888,943.1,90
"708",43.25,200,133,0,192,0,965.4,806.2,90
"709",6.28,116,173,0,192,0,909.8,891.9,3
"710",32.1,173,116,0,192,0,946.8,856.8,90
"711",36.96,250.2,166.8,0,203.5,0,977.6,694.1,28
"712",54.6,305.3,203.5,0,203.5,0,965.4,631,90
"713",21.48,192,288,0,192,0,929.8,716.1,7
"714",9.69,157,236,0,192,0,935.4,781.2,3
"715",8.37,153,102,0,192,0,888,943.1,7
"716",39.66,141.3,212,0,203.5,0,971.8,748.5,90
"717",10.09,116,173,0,192,0,909.8,891.9,7
"718",4.83,141.3,212,0,203.5,0,971.8,748.5,3
"719",10.35,122.6,183.9,0,203.5,0,958.2,800.1,7
"720",43.57,166.8,250.2,0,203.5,0,975.6,692.6,90
"721",51.86,203.5,305.3,0,203.5,0,963.4,630,90
"722",11.85,310,0,0,192,0,1012,830,3
"723",17.24,310,0,0,192,0,1012,830,7
"724",27.83,310,0,0,192,0,1012,830,28
"725",35.76,310,0,0,192,0,1012,830,90
"726",38.7,310,0,0,192,0,1012,830,120
"727",14.31,331,0,0,192,0,1025,821,3
"728",17.44,331,0,0,192,0,1025,821,7
"729",31.74,331,0,0,192,0,1025,821,28
"730",37.91,331,0,0,192,0,1025,821,90
"731",39.38,331,0,0,192,0,1025,821,120
"732",15.87,349,0,0,192,0,1056,809,3
"733",9.01,349,0,0,192,0,1056,809,7
"734",33.61,349,0,0,192,0,1056,809,28
"735",40.66,349,0,0,192,0,1056,809,90
"736",40.86,349,0,0,192,0,1056,809,120
"737",12.05,238,0,0,186,0,1119,789,7
"738",17.54,238,0,0,186,0,1119,789,28
"739",18.91,296,0,0,186,0,1090,769,7
"740",25.18,296,0,0,186,0,1090,769,28
"741",30.96,297,0,0,186,0,1040,734,7
"742",43.89,480,0,0,192,0,936,721,28
"743",54.28,480,0,0,192,0,936,721,90
"744",36.94,397,0,0,186,0,1040,734,28
"745",14.5,281,0,0,186,0,1104,774,7
"746",22.44,281,0,0,185,0,1104,774,28
"747",12.64,500,0,0,200,0,1125,613,1
"748",26.06,500,0,0,200,0,1125,613,3
"749",33.21,500,0,0,200,0,1125,613,7
"750",36.94,500,0,0,200,0,1125,613,14
"751",44.09,500,0,0,200,0,1125,613,28
"752",52.61,540,0,0,173,0,1125,613,7
"753",59.76,540,0,0,173,0,1125,613,14
"754",67.31,540,0,0,173,0,1125,613,28
"755",69.66,540,0,0,173,0,1125,613,90
"756",71.62,540,0,0,173,0,1125,613,180
"757",74.17,540,0,0,173,0,1125,613,270
"758",18.13,350,0,0,203,0,974,775,7
"759",22.53,350,0,0,203,0,974,775,14
"760",27.34,350,0,0,203,0,974,775,28
"761",29.98,350,0,0,203,0,974,775,56
"762",31.35,350,0,0,203,0,974,775,90
"763",32.72,350,0,0,203,0,974,775,180
"764",6.27,385,0,0,186,0,966,763,1
"765",14.7,385,0,0,186,0,966,763,3
"766",23.22,385,0,0,186,0,966,763,7
"767",27.92,385,0,0,186,0,966,763,14
"768",31.35,385,0,0,186,0,966,763,28
"769",39,331,0,0,192,0,978,825,180
"770",41.24,331,0,0,192,0,978,825,360
"771",14.99,349,0,0,192,0,1047,806,3
"772",13.52,331,0,0,192,0,978,825,3
"773",24,382,0,0,186,0,1047,739,7
"774",37.42,382,0,0,186,0,1047,739,28
"775",11.47,382,0,0,186,0,1111,784,7
"776",22.44,281,0,0,186,0,1104,774,28
"777",21.16,339,0,0,185,0,1069,754,7
"778",31.84,339,0,0,185,0,1069,754,28
"779",14.8,295,0,0,185,0,1069,769,7
"780",25.18,295,0,0,185,0,1069,769,28
"781",17.54,238,0,0,185,0,1118,789,28
"782",14.2,296,0,0,192,0,1085,765,7
"783",21.65,296,0,0,192,0,1085,765,28
"784",29.39,296,0,0,192,0,1085,765,90
"785",13.52,331,0,0,192,0,879,825,3
"786",16.26,331,0,0,192,0,978,825,7
"787",31.45,331,0,0,192,0,978,825,28
"788",37.23,331,0,0,192,0,978,825,90
"789",18.13,349,0,0,192,0,1047,806,7
"790",32.72,349,0,0,192,0,1047,806,28
"791",39.49,349,0,0,192,0,1047,806,90
"792",41.05,349,0,0,192,0,1047,806,180
"793",42.13,349,0,0,192,0,1047,806,360
"794",18.13,302,0,0,203,0,974,817,14
"795",26.74,302,0,0,203,0,974,817,180
"796",61.92,525,0,0,189,0,1125,613,180
"797",47.22,500,0,0,200,0,1125,613,90
"798",51.04,500,0,0,200,0,1125,613,180
"799",55.16,500,0,0,200,0,1125,613,270
"800",41.64,540,0,0,173,0,1125,613,3
"801",13.71,252,0,0,185,0,1111,784,7
"802",19.69,252,0,0,185,0,1111,784,28
"803",31.65,339,0,0,185,0,1060,754,28
"804",19.11,393,0,0,192,0,940,758,3
"805",39.58,393,0,0,192,0,940,758,28
"806",48.79,393,0,0,192,0,940,758,90
"807",24,382,0,0,185,0,1047,739,7
"808",37.42,382,0,0,185,0,1047,739,28
"809",11.47,252,0,0,186,0,1111,784,7
"810",19.69,252,0,0,185,0,1111,784,28
"811",14.99,310,0,0,192,0,970,850,7
"812",27.92,310,0,0,192,0,970,850,28
"813",34.68,310,0,0,192,0,970,850,90
"814",37.33,310,0,0,192,0,970,850,180
"815",38.11,310,0,0,192,0,970,850,360
"816",33.8,525,0,0,189,0,1125,613,3
"817",42.42,525,0,0,189,0,1125,613,7
"818",48.4,525,0,0,189,0,1125,613,14
"819",55.94,525,0,0,189,0,1125,613,28
"820",58.78,525,0,0,189,0,1125,613,90
"821",67.11,525,0,0,189,0,1125,613,270
"822",20.77,322,0,0,203,0,974,800,14
"823",25.18,322,0,0,203,0,974,800,28
"824",29.59,322,0,0,203,0,974,800,180
"825",21.75,302,0,0,203,0,974,817,28
"826",39.09,397,0,0,185,0,1040,734,28
"827",24.39,480,0,0,192,0,936,721,3
"828",50.51,522,0,0,146,0,896,896,7
"829",74.99,522,0,0,146,0,896,896,28
"830",37.17,273,105,82,210,9,904,680,28
"831",33.76,162,190,148,179,19,838,741,28
"832",16.5,154,144,112,220,10,923,658,28
"833",19.99,147,115,89,202,9,860,829,28
"834",36.35,152,178,139,168,18,944,695,28
"835",33.69,310,143,111,168,22,914,651,28
"836",15.42,144,0,175,158,18,943,844,28
"837",33.42,304,140,0,214,6,895,722,28
"838",39.05,374,0,0,190,7,1013,730,28
"839",27.68,159,149,116,175,15,953,720,28
"840",26.86,153,239,0,200,6,1002,684,28
"841",45.3,310,143,0,168,10,914,804,28
"842",30.12,305,0,100,196,10,959,705,28
"843",15.57,151,0,184,167,12,991,772,28
"844",44.61,142,167,130,174,11,883,785,28
"845",53.52,298,137,107,201,6,878,655,28
"846",57.21,321,164,0,190,5,870,774,28
"847",65.91,366,187,0,191,7,824,757,28
"848",52.82,280,129,100,172,9,825,805,28
"849",33.4,252,97,76,194,8,835,821,28
"850",18.03,165,0,150,182,12,1023,729,28
"851",37.36,156,243,0,180,11,1022,698,28
"852",32.84,160,188,146,203,11,829,710,28
"853",42.64,298,0,107,186,6,879,815,28
"854",40.06,318,0,126,210,6,861,737,28
"855",41.94,287,121,94,188,9,904,696,28
"856",61.23,326,166,0,174,9,882,790,28
"857",40.87,356,0,142,193,11,801,778,28
"858",33.3,132,207,161,179,5,867,736,28
"859",52.42,322,149,0,186,8,951,709,28
"860",15.09,164,0,200,181,13,849,846,28
"861",38.46,314,0,113,170,10,925,783,28
"862",37.26,321,0,128,182,11,870,780,28
"863",35.23,140,164,128,237,6,869,656,28
"864",42.13,288,121,0,177,7,908,829,28
"865",31.87,298,0,107,210,11,880,744,28
"866",41.54,265,111,86,195,6,833,790,28
"867",39.45,160,250,0,168,12,1049,688,28
"868",37.91,166,260,0,183,13,859,827,28
"869",44.28,276,116,90,180,9,870,768,28
"870",31.18,322,0,116,196,10,818,813,28
"871",23.69,149,139,109,193,6,892,780,28
"872",32.76,159,187,0,176,11,990,789,28
"873",32.4,261,100,78,201,9,864,761,28
"874",28.63,237,92,71,247,6,853,695,28
"875",36.8,313,0,113,178,8,1002,689,28
"876",18.28,155,183,0,193,9,1047,697,28
"877",33.06,146,230,0,202,3,827,872,28
"878",31.42,296,0,107,221,11,819,778,28
"879",31.03,133,210,0,196,3,949,795,28
"880",44.39,313,145,0,178,8,867,824,28
"881",12.18,152,0,112,184,8,992,816,28
"882",25.56,153,145,113,178,8,1002,689,28
"883",36.44,140,133,103,200,7,916,753,28
"884",32.96,149,236,0,176,13,847,893,28
"885",23.84,300,0,120,212,10,878,728,28
"886",26.23,153,145,113,178,8,867,824,28
"887",17.95,148,0,137,158,16,1002,830,28
"888",40.68,326,0,138,199,11,801,792,28
"889",19.01,153,145,0,178,8,1000,822,28
"890",33.72,262,111,86,195,5,895,733,28
"891",8.54,158,0,195,220,11,898,713,28
"892",13.46,151,0,185,167,16,1074,678,28
"893",32.24,273,0,90,199,11,931,762,28
"894",23.52,149,118,92,183,7,953,780,28
"895",29.72,143,169,143,191,8,967,643,28
"896",49.77,260,101,78,171,10,936,763,28
"897",52.44,313,161,0,178,10,917,759,28
"898",40.93,284,120,0,168,7,970,794,28
"899",44.86,336,0,0,182,3,986,817,28
"900",13.2,145,0,134,181,11,979,812,28
"901",37.43,150,237,0,174,12,1069,675,28
"902",29.87,144,170,133,192,8,814,805,28
"903",56.61,331,170,0,195,8,811,802,28
"904",12.46,155,0,143,193,9,1047,697,28
"905",23.79,155,183,0,193,9,877,868,28
"906",13.29,135,0,166,180,10,961,805,28
"907",39.42,266,112,87,178,10,910,745,28
"908",46.23,314,145,113,179,8,869,690,28
"909",44.52,313,145,0,127,8,1000,822,28
"910",23.74,146,173,0,182,3,986,817,28
"911",26.14,144,136,106,178,7,941,774,28
"912",15.52,148,0,182,181,15,839,884,28
"913",43.57,277,117,91,191,7,946,666,28
"914",35.86,298,0,107,164,13,953,784,28
"915",41.05,313,145,0,178,8,1002,689,28
"916",28.99,155,184,143,194,9,880,699,28
"917",46.24,289,134,0,195,6,924,760,28
"918",26.92,148,175,0,171,2,1000,828,28
"919",10.54,145,0,179,202,8,824,869,28
"920",25.1,313,0,0,178,8,1000,822,28
"921",29.07,136,162,126,172,10,923,764,28
"922",9.74,155,0,143,193,9,877,868,28
"923",33.8,255,99,77,189,6,919,749,28
"924",39.84,162,207,172,216,10,822,638,28
"925",26.97,136,196,98,199,6,847,783,28
"926",27.23,164,163,128,197,8,961,641,28
"927",30.65,162,214,164,202,10,820,680,28
"928",33.05,157,214,152,200,9,819,704,28
"929",24.58,149,153,194,192,8,935,623,28
"930",21.91,135,105,193,196,6,965,643,28
"931",30.88,159,209,161,201,7,848,669,28
"932",15.34,144,15,195,176,6,1021,709,28
"933",24.34,154,174,185,228,7,845,612,28
"934",23.89,167,187,195,185,7,898,636,28
"935",22.93,184,86,190,213,6,923,623,28
"936",29.41,156,178,187,221,7,854,614,28
"937",28.63,236.9,91.7,71.5,246.9,6,852.9,695.4,28
"938",36.8,313.3,0,113,178.5,8,1001.9,688.7,28
"939",18.29,154.8,183.4,0,193.3,9.1,1047.4,696.7,28
"940",32.72,145.9,230.5,0,202.5,3.4,827,871.8,28
"941",31.42,296,0,106.7,221.4,10.5,819.2,778.4,28
"942",28.94,133.1,210.2,0,195.7,3.1,949.4,795.3,28
"943",40.93,313.3,145,0,178.5,8,867.2,824,28
"944",12.18,151.6,0,111.9,184.4,7.9,992,815.9,28
"945",25.56,153.1,145,113,178.5,8,1001.9,688.7,28
"946",36.44,139.9,132.6,103.3,200.3,7.4,916,753.4,28
"947",32.96,149.5,236,0,175.8,12.6,846.8,892.7,28
"948",23.84,299.8,0,119.8,211.5,9.9,878.2,727.6,28
"949",26.23,153.1,145,113,178.5,8,867.2,824,28
"950",17.96,148.1,0,136.6,158.1,16.1,1001.8,830.1,28
"951",38.63,326.5,0,137.9,199,10.8,801.1,792.5,28
