heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
39.51,3,6,21,2874,92.4,89.0,5,105,130,6.5,3000
42.36,3,6,21,2874,92.4,89.0,5,105,130,7.0,3000
45.33,3,6,21,2874,92.4,89.0,5,105,130,7.5,3000
48.44,3,6,21,2874,92.4,89.0,5,105,130,8.0,3000
51.66,3,6,21,2874,92.4,89.0,5,105,130,8.5,3000
55.02,3,6,21,2874,92.4,89.0,5,105,130,9.0,3000
58.5,3,6,21,2874,92.4,89.0,5,105,130,9.5,3000
62.11,3,6,21,2874,92.4,89.0,5,105,130,10.0,3000
65.85,3,6,21,2874,92.4,89.0,5,105,130,10.5,3000
69.71,3,6,21,2874,92.4,89.0,5,105,130,11.0,3000
73.69,3,6,21,2874,92.4,89.0,5,105,130,11.5,3000
77.8,3,6,21,2874,92.4,89.0,5,105,130,12.0,3000
18.3,3,6,21,2874,92.4,89.0,5,105,130,0.0,3500
19.77,3,6,21,2874,92.4,89.0,5,105,130,0.5,3500
21.38,3,6,21,2874,92.4,89.0,5,105,130,1.0,3500
23.12,3,6,21,2874,92.4,89.0,5,105,130,1.5,3500
24.96,3,6,21,2874,92.4,89.0,5,105,130,2.0,3500
26.97,3,6,21,2874,92.4,89.0,5,105,130,2.5,3500
29.1,3,6,21,2874,92.4,89.0,5,105,130,3.0,3500
31.34,3,6,21,2874,92.4,89.0,5,105,130,3.5,3500
33.73,3,6,21,2874,92.4,89.0,5,105,130,4.0,3500
36.25,3,6,21,2874,92.4,89.0,5,105,130,4.5,3500
38.88,3,6,21,2874,92.4,89.0,5,105,130,5.0,3500
41.65,3,6,21,2874,92.4,89.0,5,105,130,5.5,3500
44.57,3,6,21,2874,92.4,89.0,5,105,130,6.0,3500
47.6,3,6,21,2874,92.4,89.0,5,105,130,6.5,3500
50.77,3,6,21,2874,92.4,89.0,5,105,130,7.0,3500
54.06,3,6,21,2874,92.4,89.0,5,105,130,7.5,3500
57.48,3,6,21,2874,92.4,89.0,5,105,130,8.0,3500
61.03,3,6,21,2874,92.4,89.0,5,105,130,8.5,3500
64.72,3,6,21,2874,92.4,89.0,5,105,130,9.0,3500
68.53,3,6,21,2874,92.4,89.0,5,105,130,9.5,3500
72.48,3,6,21,2874,92.4,89.0,5,105,130,10.0,3500
76.57,3,6,21,2874,92.4,89.0,5,105,130,10.5,3500
80.76,3,6,21,2874,92.4,89.0,5,105,130,11.0,3500
85.11,3,6,21,2874,92.4,89.0,5,105,130,11.5,3500
89.57,3,6,21,2874,92.4,89.0,5,105,130,12.0,3500
23.26,3,6,21,2874,92.4,89.0,5,105,130,0.0,4000
25.05,3,6,21,2874,92.4,89.0,5,105,130,0.5,4000
26.97,3,6,21,2874,92.4,89.0,5,105,130,1.0,4000
29.02,3,6,21,2874,92.4,89.0,5,105,130,1.5,4000
31.2,3,6,21,2874,92.4,89.0,5,105,130,2.0,4000
33.52,3,6,21,2874,92.4,89.0,5,105,130,2.5,4000
35.97,3,6,21,2874,92.4,89.0,5,105,130,3.0,4000
38.55,3,6,21,2874,92.4,89.0,5,105,130,3.5,4000
41.25,3,6,21,2874,92.4,89.0,5,105,130,4.0,4000
44.1,3,6,21,2874,92.4,89.0,5,105,130,4.5,4000
47.06,3,6,21,2874,92.4,89.0,5,105,130,5.0,4000
50.17,3,6,21,2874,92.4,89.0,5,105,130,5.5,4000
53.4,3,6,21,2874,92.4,89.0,5,105,130,6.0,4000
56.78,3,6,21,2874,92.4,89.0,5,105,130,6.5,4000
60.27,3,6,21,2874,92.4,89.0,5,105,130,7.0,4000
63.91,3,6,21,2874,92.4,89.0,5,105,130,7.5,4000
67.67,3,6,21,2874,92.4,89.0,5,105,130,8.0,4000
71.57,3,6,21,2874,92.4,89.0,5,105,130,8.5,4000
75.6,3,6,21,2874,92.4,89.0,5,105,130,9.0,4000
79.76,3,6,21,2874,92.4,89.0,5,105,130,9.5,4000
84.05,3,6,21,2874,92.4,89.0,5,105,130,10.0,4000
88.47,3,6,21,2874,92.4,89.0,5,105,130,10.5,4000
93.03,3,6,21,2874,92.4,89.0,5,105,130,11.0,4000
97.72,3,6,21,2874,92.4,89.0,5,105,130,11.5,4000
102.54,3,6,21,2874,92.4,89.0,5,105,130,12.0,4000
28.8,3,6,21,2874,92.4,89.0,5,105,130,0.0,4500
30.96,3,6,21,2874,92.4,89.0,5,105,130,0.5,4500
33.24,3,6,21,2874,92.4,89.0,5,105,130,1.0,4500
35.67,3,6,21,2874,92.4,89.0,5,105,130,1.5,4500
38.21,3,6,21,2874,92.4,89.0,5,105,130,2.0,4500
40.89,3,6,21,2874,92.4,89.0,5,105,130,2.5,4500
43.69,3,6,21,2874,92.4,89.0,5,105,130,3.0,4500
46.64,3,6,21,2874,92.4,89.0,5,105,130,3.5,4500
49.71,3,6,21,2874,92.4,89.0,5,105,130,4.0,4500
52.91,3,6,21,2874,92.4,89.0,5,105,130,4.5,4500
56.25,3,6,21,2874,92.4,89.0,5,105,130,5.0,4500
59.72,3,6,21,2874,92.4,89.0,5,105,130,5.5,4500
63.31,3,6,21,2874,92.4,89.0,5,105,130,6.0,4500
67.05,3,6,21,2874,92.4,89.0,5,105,130,6.5,4500
70.9,3,6,21,2874,92.4,89.0,5,105,130,7.0,4500
74.89,3,6,21,2874,92.4,89.0,5,105,130,7.5,4500
79.01,3,6,21,2874,92.4,89.0,5,105,130,8.0,4500
83.27,3,6,21,2874,92.4,89.0,5,105,130,8.5,4500
87.65,3,6,21,2874,92.4,89.0,5,105,130,9.0,4500
92.17,3,6,21,2874,92.4,89.0,5,105,130,9.5,4500
96.81,3,6,21,2874,92.4,89.0,5,105,130,10.0,4500
101.58,3,6,21,2874,92.4,89.0,5,105,130,10.5,4500
106.48,3,6,21,2874,92.4,89.0,5,105,130,11.0,4500
111.53,3,6,21,2874,92.4,89.0,5,105,130,11.5,4500
116.7,3,6,21,2874,92.4,89.0,5,105,130,12.0,4500
34.94,3,6,21,2874,92.4,89.0,5,105,130,0.0,5000
37.52,3,6,21,2874,92.4,89.0,5,105,130,0.5,5000
40.21,3,6,21,2874,92.4,89.0,5,105,130,1.0,5000
43.04,3,6,21,2874,92.4,89.0,5,105,130,1.5,5000
46.01,3,6,21,2874,92.4,89.0,5,105,130,2.0,5000
49.09,3,6,21,2874,92.4,89.0,5,105,130,2.5,5000
52.3,3,6,21,2874,92.4,89.0,5,105,130,3.0,5000
55.65,3,6,21,2874,92.4,89.0,5,105,130,3.5,5000
59.12,3,6,21,2874,92.4,89.0,5,105,130,4.0,5000
62.72,3,6,21,2874,92.4,89.0,5,105,130,4.5,5000
66.45,3,6,21,2874,92.4,89.0,5,105,130,5.0,5000
70.3,3,6,21,2874,92.4,89.0,5,105,130,5.5,5000
74.28,3,6,21,2874,92.4,89.0,5,105,130,6.0,5000
78.39,3,6,21,2874,92.4,89.0,5,105,130,6.5,5000
82.62,3,6,21,2874,92.4,89.0,5,105,130,7.0,5000
87.0,3,6,21,2874,92.4,89.0,5,105,130,7.5,5000
91.5,3,6,21,2874,92.4,89.0,5,105,130,8.0,5000
96.12,3,6,21,2874,92.4,89.0,5,105,130,8.5,5000
100.86,3,6,21,2874,92.4,89.0,5,105,130,9.0,5000
105.75,3,6,21,2874,92.4,89.0,5,105,130,9.5,5000
110.75,3,6,21,2874,92.4,89.0,5,105,130,10.0,5000
115.88,3,6,21,2874,92.4,89.0,5,105,130,10.5,5000
121.15,3,6,21,2874,92.4,89.0,5,105,130,11.0,5000
126.54,3,6,21,2874,92.4,89.0,5,105,130,11.5,5000
132.07,3,6,21,2874,92.4,89.0,5,105,130,12.0,5000
0.27,3,7,21,2996,84.0,87.0,6,105,130,0.0,100
1.07,3,7,21,2996,84.0,87.0,6,105,130,0.5,100
1.92,3,7,21,2996,84.0,87.0,6,105,130,1.0,100
2.84,3,7,21,2996,84.0,87.0,6,105,130,1.5,100
3.83,3,7,21,2996,84.0,87.0,6,105,130,2.0,100
4.89,3,7,21,2996,84.0,87.0,6,105,130,2.5,100
5.99,3,7,21,2996,84.0,87.0,6,105,130,3.0,100
7.17,3,7,21,2996,84.0,87.0,6,105,130,3.5,100
8.42,3,7,21,2996,84.0,87.0,6,105,130,4.0,100
9.73,3,7,21,2996,84.0,87.0,6,105,130,4.5,100
11.09,3,7,21,2996,84.0,87.0,6,105,130,5.0,100
12.54,3,7,21,2996,84.0,87.0,6,105,130,5.5,100
14.02,3,7,21,2996,84.0,87.0,6,105,130,6.0,100
15.59,3,7,21,2996,84.0,87.0,6,105,130,6.5,100
17.21,3,7,21,2996,84.0,87.0,6,105,130,7.0,100
18.9,3,7,21,2996,84.0,87.0,6,105,130,7.5,100
20.65,3,7,21,2996,84.0,87.0,6,105,130,8.0,100
22.47,3,7,21,2996,84.0,87.0,6,105,130,8.5,100
24.35,3,7,21,2996,84.0,87.0,6,105,130,9.0,100
26.29,3,7,21,2996,84.0,87.0,6,105,130,9.5,100
28.3,3,7,21,2996,84.0,87.0,6,105,130,10.0,100
30.37,3,7,21,2996,84.0,87.0,6,105,130,10.5,100
32.51,3,7,21,2996,84.0,87.0,6,105,130,11.0,100
34.71,3,7,21,2996,84.0,87.0,6,105,130,11.5,100
36.98,3,7,21,2996,84.0,87.0,6,105,130,12.0,100
2.63,3,7,21,2996,84.0,87.0,6,105,130,0.0,1000
3.39,3,7,21,2996,84.0,87.0,6,105,130,0.5,1000
4.25,3,7,21,2996,84.0,87.0,6,105,130,1.0,1000
5.21,3,7,21,2996,84.0,87.0,6,105,130,1.5,1000
6.25,3,7,21,2996,84.0,87.0,6,105,130,2.0,1000
7.4,3,7,21,2996,84.0,87.0,6,105,130,2.5,1000
8.64,3,7,21,2996,84.0,87.0,6,105,130,3.0,1000
9.97,3,7,21,2996,84.0,87.0,6,105,130,3.5,1000
11.41,3,7,21,2996,84.0,87.0,6,105,130,4.0,1000
12.95,3,7,21,2996,84.0,87.0,6,105,130,4.5,1000
14.58,3,7,21,2996,84.0,87.0,6,105,130,5.0,1000
16.3,3,7,21,2996,84.0,87.0,6,105,130,5.5,1000
18.13,3,7,21,2996,84.0,87.0,6,105,130,6.0,1000
20.05,3,7,21,2996,84.0,87.0,6,105,130,6.5,1000
22.07,3,7,21,2996,84.0,87.0,6,105,130,7.0,1000
24.18,3,7,21,2996,84.0,87.0,6,105,130,7.5,1000
26.39,3,7,21,2996,84.0,87.0,6,105,130,8.0,1000
28.7,3,7,21,2996,84.0,87.0,6,105,130,8.5,1000
31.11,3,7,21,2996,84.0,87.0,6,105,130,9.0,1000
33.6,3,7,21,2996,84.0,87.0,6,105,130,9.5,1000
36.21,3,7,21,2996,84.0,87.0,6,105,130,10.0,1000
38.9,3,7,21,2996,84.0,87.0,6,105,130,10.5,1000
41.71,3,7,21,2996,84.0,87.0,6,105,130,11.0,1000
44.59,3,7,21,2996,84.0,87.0,6,105,130,11.5,1000
47.58,3,7,21,2996,84.0,87.0,6,105,130,12.0,1000
4.87,3,7,21,2996,84.0,87.0,6,105,130,0.0,1500
5.69,3,7,21,2996,84.0,87.0,6,105,130,0.5,1500
6.62,3,7,21,2996,84.0,87.0,6,105,130,1.0,1500
7.66,3,7,21,2996,84.0,87.0,6,105,130,1.5,1500
8.81,3,7,21,2996,84.0,87.0,6,105,130,2.0,1500
10.08,3,7,21,2996,84.0,87.0,6,105,130,2.5,1500
11.45,3,7,21,2996,84.0,87.0,6,105,130,3.0,1500
12.95,3,7,21,2996,84.0,87.0,6,105,130,3.5,1500
14.55,3,7,21,2996,84.0,87.0,6,105,130,4.0,1500
16.26,3,7,21,2996,84.0,87.0,6,105,130,4.5,1500
18.08,3,7,21,2996,84.0,87.0,6,105,130,5.0,1500
20.01,3,7,21,2996,84.0,87.0,6,105,130,5.5,1500
22.07,3,7,21,2996,84.0,87.0,6,105,130,6.0,1500
24.22,3,7,21,2996,84.0,87.0,6,105,130,6.5,1500
26.49,3,7,21,2996,84.0,87.0,6,105,130,7.0,1500
28.86,3,7,21,2996,84.0,87.0,6,105,130,7.5,1500
31.36,3,7,21,2996,84.0,87.0,6,105,130,8.0,1500
33.98,3,7,21,2996,84.0,87.0,6,105,130,8.5,1500
36.69,3,7,21,2996,84.0,87.0,6,105,130,9.0,1500
39.52,3,7,21,2996,84.0,87.0,6,105,130,9.5,1500
42.45,3,7,21,2996,84.0,87.0,6,105,130,10.0,1500
45.51,3,7,21,2996,84.0,87.0,6,105,130,10.5,1500
48.67,3,7,21,2996,84.0,87.0,6,105,130,11.0,1500
51.94,3,7,21,2996,84.0,87.0,6,105,130,11.5,1500
55.34,3,7,21,2996,84.0,87.0,6,105,130,12.0,1500
7.76,3,7,21,2996,84.0,87.0,6,105,130,0.0,2000
8.69,3,7,21,2996,84.0,87.0,6,105,130,0.5,2000
9.76,3,7,21,2996,84.0,87.0,6,105,130,1.0,2000
10.95,3,7,21,2996,84.0,87.0,6,105,130,1.5,2000
12.26,3,7,21,2996,84.0,87.0,6,105,130,2.0,2000
13.68,3,7,21,2996,84.0,87.0,6,105,130,2.5,2000
15.23,3,7,21,2996,84.0,87.0,6,105,130,3.0,2000
16.91,3,7,21,2996,84.0,87.0,6,105,130,3.5,2000
18.72,3,7,21,2996,84.0,87.0,6,105,130,4.0,2000
20.65,3,7,21,2996,84.0,87.0,6,105,130,4.5,2000
22.69,3,7,21,2996,84.0,87.0,6,105,130,5.0,2000
24.87,3,7,21,2996,84.0,87.0,6,105,130,5.5,2000
27.18,3,7,21,2996,84.0,87.0,6,105,130,6.0,2000
29.6,3,7,21,2996,84.0,87.0,6,105,130,6.5,2000
32.15,3,7,21,2996,84.0,87.0,6,105,130,7.0,2000
34.82,3,7,21,2996,84.0,87.0,6,105,130,7.5,2000
37.61,3,7,21,2996,84.0,87.0,6,105,130,8.0,2000
40.53,3,7,21,2996,84.0,87.0,6,105,130,8.5,2000
43.57,3,7,21,2996,84.0,87.0,6,105,130,9.0,2000
46.74,3,7,21,2996,84.0,87.0,6,105,130,9.5,2000
50.04,3,7,21,2996,84.0,87.0,6,105,130,10.0,2000
53.44,3,7,21,2996,84.0,87.0,6,105,130,10.5,2000
56.98,3,7,21,2996,84.0,87.0,6,105,130,11.0,2000
60.64,3,7,21,2996,84.0,87.0,6,105,130,11.5,2000
64.43,3,7,21,2996,84.0,87.0,6,105,130,12.0,2000
11.31,3,7,21,2996,84.0,87.0,6,105,130,0.0,2500
12.42,3,7,21,2996,84.0,87.0,6,105,130,0.5,2500
13.67,3,7,21,2996,84.0,87.0,6,105,130,1.0,2500
15.05,3,7,21,2996,84.0,87.0,6,105,130,1.5,2500
16.55,3,7,21,2996,84.0,87.0,6,105,130,2.0,2500
18.21,3,7,21,2996,84.0,87.0,6,105,130,2.5,2500
19.98,3,7,21,2996,84.0,87.0,6,105,130,3.0,2500
21.91,3,7,21,2996,84.0,87.0,6,105,130,3.5,2500
23.95,3,7,21,2996,84.0,87.0,6,105,130,4.0,2500
26.14,3,7,21,2996,84.0,87.0,6,105,130,4.5,2500
28.45,3,7,21,2996,84.0,87.0,6,105,130,5.0,2500
30.89,3,7,21,2996,84.0,87.0,6,105,130,5.5,2500
33.47,3,7,21,2996,84.0,87.0,6,105,130,6.0,2500
36.19,3,7,21,2996,84.0,87.0,6,105,130,6.5,2500
39.04,3,7,21,2996,84.0,87.0,6,105,130,7.0,2500
42.01,3,7,21,2996,84.0,87.0,6,105,130,7.5,2500
45.14,3,7,21,2996,84.0,87.0,6,105,130,8.0,2500
48.38,3,7,21,2996,84.0,87.0,6,105,130,8.5,2500
51.77,3,7,21,2996,84.0,87.0,6,105,130,9.0,2500
55.28,3,7,21,2996,84.0,87.0,6,105,130,9.5,2500
58.93,3,7,21,2996,84.0,87.0,6,105,130,10.0,2500
62.7,3,7,21,2996,84.0,87.0,6,105,130,10.5,2500
66.63,3,7,21,2996,84.0,87.0,6,105,130,11.0,2500
70.69,3,7,21,2996,84.0,87.0,6,105,130,11.5,2500
74.87,3,7,21,2996,84.0,87.0,6,105,130,12.0,2500
15.51,3,7,21,2996,84.0,87.0,6,105,130,0.0,3000
16.86,3,7,21,2996,84.0,87.0,6,105,130,0.5,3000
18.34,3,7,21,2996,84.0,87.0,6,105,130,1.0,3000
19.98,3,7,21,2996,84.0,87.0,6,105,130,1.5,3000
21.75,3,7,21,2996,84.0,87.0,6,105,130,2.0,3000
23.66,3,7,21,2996,84.0,87.0,6,105,130,2.5,3000
25.71,3,7,21,2996,84.0,87.0,6,105,130,3.0,3000
27.9,3,7,21,2996,84.0,87.0,6,105,130,3.5,3000
30.22,3,7,21,2996,84.0,87.0,6,105,130,4.0,3000
32.69,3,7,21,2996,84.0,87.0,6,105,130,4.5,3000
35.31,3,7,21,2996,84.0,87.0,6,105,130,5.0,3000
38.06,3,7,21,2996,84.0,87.0,6,105,130,5.5,3000
40.96,3,7,21,2996,84.0,87.0,6,105,130,6.0,3000
43.99,3,7,21,2996,84.0,87.0,6,105,130,6.5,3000
47.17,3,7,21,2996,84.0,87.0,6,105,130,7.0,3000
50.48,3,7,21,2996,84.0,87.0,6,105,130,7.5,3000
53.93,3,7,21,2996,84.0,87.0,6,105,130,8.0,3000
57.53,3,7,21,2996,84.0,87.0,6,105,130,8.5,3000
61.26,3,7,21,2996,84.0,87.0,6,105,130,9.0,3000
65.13,3,7,21,2996,84.0,87.0,6,105,130,9.5,3000
69.15,3,7,21,2996,84.0,87.0,6,105,130,10.0,3000
73.32,3,7,21,2996,84.0,87.0,6,105,130,10.5,3000
77.62,3,7,21,2996,84.0,87.0,6,105,130,11.0,3000
82.05,3,7,21,2996,84.0,87.0,6,105,130,11.5,3000
86.63,3,7,21,2996,84.0,87.0,6,105,130,12.0,3000
20.37,3,7,21,2996,84.0,87.0,6,105,130,0.0,3500
22.01,3,7,21,2996,84.0,87.0,6,105,130,0.5,3500
23.8,3,7,21,2996,84.0,87.0,6,105,130,1.0,3500
25.74,3,7,21,2996,84.0,87.0,6,105,130,1.5,3500
27.79,3,7,21,2996,84.0,87.0,6,105,130,2.0,3500
30.02,3,7,21,2996,84.0,87.0,6,105,130,2.5,3500
32.4,3,7,21,2996,84.0,87.0,6,105,130,3.0,3500
34.9,3,7,21,2996,84.0,87.0,6,105,130,3.5,3500
37.55,3,7,21,2996,84.0,87.0,6,105,130,4.0,3500
40.36,3,7,21,2996,84.0,87.0,6,105,130,4.5,3500
43.29,3,7,21,2996,84.0,87.0,6,105,130,5.0,3500
46.38,3,7,21,2996,84.0,87.0,6,105,130,5.5,3500
49.62,3,7,21,2996,84.0,87.0,6,105,130,6.0,3500
53.0,3,7,21,2996,84.0,87.0,6,105,130,6.5,3500
56.52,3,7,21,2996,84.0,87.0,6,105,130,7.0,3500
60.2,3,7,21,2996,84.0,87.0,6,105,130,7.5,3500
64.0,3,7,21,2996,84.0,87.0,6,105,130,8.0,3500
67.95,3,7,21,2996,84.0,87.0,6,105,130,8.5,3500
72.06,3,7,21,2996,84.0,87.0,6,105,130,9.0,3500
76.31,3,7,21,2996,84.0,87.0,6,105,130,9.5,3500
80.7,3,7,21,2996,84.0,87.0,6,105,130,10.0,3500
85.25,3,7,21,2996,84.0,87.0,6,105,130,10.5,3500
89.93,3,7,21,2996,84.0,87.0,6,105,130,11.0,3500
94.76,3,7,21,2996,84.0,87.0,6,105,130,11.5,3500
99.72,3,7,21,2996,84.0,87.0,6,105,130,12.0,3500
25.9,3,7,21,2996,84.0,87.0,6,105,130,0.0,4000
27.89,3,7,21,2996,84.0,87.0,6,105,130,0.5,4000
30.02,3,7,21,2996,84.0,87.0,6,105,130,1.0,4000
32.31,3,7,21,2996,84.0,87.0,6,105,130,1.5,4000
34.74,3,7,21,2996,84.0,87.0,6,105,130,2.0,4000
37.33,3,7,21,2996,84.0,87.0,6,105,130,2.5,4000
40.05,3,7,21,2996,84.0,87.0,6,105,130,3.0,4000
42.92,3,7,21,2996,84.0,87.0,6,105,130,3.5,4000
45.92,3,7,21,2996,84.0,87.0,6,105,130,4.0,4000
49.1,3,7,21,2996,84.0,87.0,6,105,130,4.5,4000
52.4,3,7,21,2996,84.0,87.0,6,105,130,5.0,4000
55.86,3,7,21,2996,84.0,87.0,6,105,130,5.5,4000
59.46,3,7,21,2996,84.0,87.0,6,105,130,6.0,4000
63.23,3,7,21,2996,84.0,87.0,6,105,130,6.5,4000
67.11,3,7,21,2996,84.0,87.0,6,105,130,7.0,4000
71.16,3,7,21,2996,84.0,87.0,6,105,130,7.5,4000
75.35,3,7,21,2996,84.0,87.0,6,105,130,8.0,4000
79.69,3,7,21,2996,84.0,87.0,6,105,130,8.5,4000
84.17,3,7,21,2996,84.0,87.0,6,105,130,9.0,4000
88.8,3,7,21,2996,84.0,87.0,6,105,130,9.5,4000
93.58,3,7,21,2996,84.0,87.0,6,105,130,10.0,4000
98.51,3,7,21,2996,84.0,87.0,6,105,130,10.5,4000
103.58,3,7,21,2996,84.0,87.0,6,105,130,11.0,4000
108.8,3,7,21,2996,84.0,87.0,6,105,130,11.5,4000
114.17,3,7,21,2996,84.0,87.0,6,105,130,12.0,4000
32.07,3,7,21,2996,84.0,87.0,6,105,130,0.0,4500
34.47,3,7,21,2996,84.0,87.0,6,105,130,0.5,4500
37.01,3,7,21,2996,84.0,87.0,6,105,130,1.0,4500
39.72,3,7,21,2996,84.0,87.0,6,105,130,1.5,4500
42.55,3,7,21,2996,84.0,87.0,6,105,130,2.0,4500
45.52,3,7,21,2996,84.0,87.0,6,105,130,2.5,4500
48.65,3,7,21,2996,84.0,87.0,6,105,130,3.0,4500
51.93,3,7,21,2996,84.0,87.0,6,105,130,3.5,4500
55.35,3,7,21,2996,84.0,87.0,6,105,130,4.0,4500
58.91,3,7,21,2996,84.0,87.0,6,105,130,4.5,4500
62.62,3,7,21,2996,84.0,87.0,6,105,130,5.0,4500
66.5,3,7,21,2996,84.0,87.0,6,105,130,5.5,4500
70.49,3,7,21,2996,84.0,87.0,6,105,130,6.0,4500
74.65,3,7,21,2996,84.0,87.0,6,105,130,6.5,4500
78.94,3,7,21,2996,84.0,87.0,6,105,130,7.0,4500
83.38,3,7,21,2996,84.0,87.0,6,105,130,7.5,4500
87.98,3,7,21,2996,84.0,87.0,6,105,130,8.0,4500
92.72,3,7,21,2996,84.0,87.0,6,105,130,8.5,4500
97.59,3,7,21,2996,84.0,87.0,6,105,130,9.0,4500
102.62,3,7,21,2996,84.0,87.0,6,105,130,9.5,4500
107.79,3,7,21,2996,84.0,87.0,6,105,130,10.0,4500
113.1,3,7,21,2996,84.0,87.0,6,105,130,10.5,4500
118.56,3,7,21,2996,84.0,87.0,6,105,130,11.0,4500
124.18,3,7,21,2996,84.0,87.0,6,105,130,11.5,4500
129.94,3,7,21,2996,84.0,87.0,6,105,130,12.0,4500
38.9,3,7,21,2996,84.0,87.0,6,105,130,0.0,5000
41.77,3,7,21,2996,84.0,87.0,6,105,130,0.5,5000
44.78,3,7,21,2996,84.0,87.0,6,105,130,1.0,5000
47.93,3,7,21,2996,84.0,87.0,6,105,130,1.5,5000
51.22,3,7,21,2996,84.0,87.0,6,105,130,2.0,5000
54.65,3,7,21,2996,84.0,87.0,6,105,130,2.5,5000
58.23,3,7,21,2996,84.0,87.0,6,105,130,3.0,5000
61.96,3,7,21,2996,84.0,87.0,6,105,130,3.5,5000
65.83,3,7,21,2996,84.0,87.0,6,105,130,4.0,5000
69.83,3,7,21,2996,84.0,87.0,6,105,130,4.5,5000
73.99,3,7,21,2996,84.0,87.0,6,105,130,5.0,5000
78.27,3,7,21,2996,84.0,87.0,6,105,130,5.5,5000
82.7,3,7,21,2996,84.0,87.0,6,105,130,6.0,5000
87.28,3,7,21,2996,84.0,87.0,6,105,130,6.5,5000
91.99,3,7,21,2996,84.0,87.0,6,105,130,7.0,5000
96.87,3,7,21,2996,84.0,87.0,6,105,130,7.5,5000
101.87,3,7,21,2996,84.0,87.0,6,105,130,8.0,5000
107.03,3,7,21,2996,84.0,87.0,6,105,130,8.5,5000
112.3,3,7,21,2996,84.0,87.0,6,105,130,9.0,5000
117.75,3,7,21,2996,84.0,87.0,6,105,130,9.5,5000
123.31,3,7,21,2996,84.0,87.0,6,105,130,10.0,5000
129.03,3,7,21,2996,84.0,87.0,6,105,130,10.5,5000
134.89,3,7,21,2996,84.0,87.0,6,105,130,11.0,5000
140.9,3,7,21,2996,84.0,87.0,6,105,130,11.5,5000
147.05,3,7,21,2996,84.0,87.0,6,105,130,12.0,5000
0.17,3,8,21,2155,86.6,89.0,4,105,130,0.0,100
0.68,3,8,21,2155,86.6,89.0,4,105,130,0.5,100
1.23,3,8,21,2155,86.6,89.0,4,105,130,1.0,100
1.81,3,8,21,2155,86.6,89.0,4,105,130,1.5,100
2.44,3,8,21,2155,86.6,89.0,4,105,130,2.0,100
3.11,3,8,21,2155,86.6,89.0,4,105,130,2.5,100
3.82,3,8,21,2155,86.6,89.0,4,105,130,3.0,100
4.57,3,8,21,2155,86.6,89.0,4,105,130,3.5,100
5.37,3,8,21,2155,86.6,89.0,4,105,130,4.0,100
6.2,3,8,21,2155,86.6,89.0,4,105,130,4.5,100
7.07,3,8,21,2155,86.6,89.0,4,105,130,5.0,100
7.99,3,8,21,2155,86.6,89.0,4,105,130,5.5,100
8.94,3,8,21,2155,86.6,89.0,4,105,130,6.0,100
9.94,3,8,21,2155,86.6,89.0,4,105,130,6.5,100
10.97,3,8,21,2155,86.6,89.0,4,105,130,7.0,100
12.05,3,8,21,2155,86.6,89.0,4,105,130,7.5,100
13.16,3,8,21,2155,86.6,89.0,4,105,130,8.0,100
14.32,3,8,21,2155,86.6,89.0,4,105,130,8.5,100
15.52,3,8,21,2155,86.6,89.0,4,105,130,9.0,100
16.76,3,8,21,2155,86.6,89.0,4,105,130,9.5,100
18.04,3,8,21,2155,86.6,89.0,4,105,130,10.0,100
19.36,3,8,21,2155,86.6,89.0,4,105,130,10.5,100
20.72,3,8,21,2155,86.6,89.0,4,105,130,11.0,100
22.13,3,8,21,2155,86.6,89.0,4,105,130,11.5,100
23.57,3,8,21,2155,86.6,89.0,4,105,130,12.0,100
1.68,3,8,21,2155,86.6,89.0,4,105,130,0.0,1000
2.16,3,8,21,2155,86.6,89.0,4,105,130,0.5,1000
2.71,3,8,21,2155,86.6,89.0,4,105,130,1.0,1000
3.32,3,8,21,2155,86.6,89.0,4,105,130,1.5,1000
3.98,3,8,21,2155,86.6,89.0,4,105,130,2.0,1000
4.71,3,8,21,2155,86.6,89.0,4,105,130,2.5,1000
5.51,3,8,21,2155,86.6,89.0,4,105,130,3.0,1000
6.36,3,8,21,2155,86.6,89.0,4,105,130,3.5,1000
7.28,3,8,21,2155,86.6,89.0,4,105,130,4.0,1000
8.25,3,8,21,2155,86.6,89.0,4,105,130,4.5,1000
9.29,3,8,21,2155,86.6,89.0,4,105,130,5.0,1000
10.39,3,8,21,2155,86.6,89.0,4,105,130,5.5,1000
11.56,3,8,21,2155,86.6,89.0,4,105,130,6.0,1000
12.78,3,8,21,2155,86.6,89.0,4,105,130,6.5,1000
14.07,3,8,21,2155,86.6,89.0,4,105,130,7.0,1000
15.41,3,8,21,2155,86.6,89.0,4,105,130,7.5,1000
16.82,3,8,21,2155,86.6,89.0,4,105,130,8.0,1000
18.3,3,8,21,2155,86.6,89.0,4,105,130,8.5,1000
19.83,3,8,21,2155,86.6,89.0,4,105,130,9.0,1000
21.42,3,8,21,2155,86.6,89.0,4,105,130,9.5,1000
23.08,3,8,21,2155,86.6,89.0,4,105,130,10.0,1000
24.8,3,8,21,2155,86.6,89.0,4,105,130,10.5,1000
26.59,3,8,21,2155,86.6,89.0,4,105,130,11.0,1000
28.42,3,8,21,2155,86.6,89.0,4,105,130,11.5,1000
